,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
218507,2023-12-18 09:00:00 EST,97.58,98.96,34,18,99,5.8,5.8,ERROR,3200,5,18,5.8,4.8,2.37E-16,1.42E-01,2023-12-18 21:00:00 EST
218567,2023-12-18 10:00:00 EST,97.43,98.8,30,14,100,5.8,5.9,ERROR,4800,7,62,6.2,5.2,2.65E-16,1.35E-01,4.69E-16
218627,2023-12-18 11:00:00 EST,97.36,98.73,28,14,100,5.6,5.7,ERROR,6400,8,110,5.8,5.6,2.63E-16,1.31E-01,1.43E-01
218687,2023-12-18 12:00:00 EST,97.24,98.61,29,17,100,5.8,5.8,ERROR,12900,8,220,5.9,5.5,4.07E-16,1.02E-01,
218747,2023-12-18 13:00:00 EST,97.22,98.59,28,20,100,5.8,5.8,ERROR,24100,8,225,6,5.8,3.33E-16,1.16E-01,
218807,2023-12-18 14:00:00 EST,97.23,98.6,28,18,100,5.6,5.6,ERROR,16100,8,220,5.8,5.5,3.50E-16,1.17E-01,
218867,2023-12-18 15:00:00 EST,97.25,98.62,27,19,100,5.7,5.7,ERROR,16100,8,183,5.8,5.5,2.11E-16,1.50E-01,
218927,2023-12-18 16:00:00 EST,97.31,98.68,26,20,100,4.9,4.9,ERROR,24100,8,48,5.7,4.9,2.95E-16,1.24E-01,
218987,2023-12-18 17:00:00 EST,97.47,98.85,25,20,99,4.6,4.7,ERROR,24100,8,8,5.2,4.7,1.43E-16,2.02E-01,
219047,2023-12-18 18:00:00 EST,97.57,98.95,26,17,100,4.3,4.4,ERROR,16100,8,0,4.7,4.3,1.86E-16,1.78E-01,
219107,2023-12-18 19:00:00 EST,97.71,99.09,27,19,99,4.4,4.5,ERROR,11300,8,0,4.5,4.4,4.26E-16,1.25E-01,
219167,2023-12-18 20:00:00 EST,97.78,99.16,29,21,99,4.3,4.4,ERROR,11300,8,0,4.5,4.4,4.64E-16,1.02E-01,
