,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
212747,2023-12-14 09:00:00 EST,102.03,103.51,18,7,79,-10.5,-7.5,-11,24100,7,199,-7.5,-9,2.71E-15,3.24E-02,2023-12-15 10:00:00 EST
212807,2023-12-14 10:00:00 EST,102,103.48,19,8,69,-9.7,-4.9,-8,24100,7,411,-4.9,-7.4,1.92E-15,4.00E-02,1.54E-15
212867,2023-12-14 11:00:00 EST,101.88,103.35,20,13,62,-9.1,-2.7,-7,24100,7,593,-2.7,-4.8,1.34E-15,4.91E-02,4.57E-02
212927,2023-12-14 12:00:00 EST,101.7,103.17,19,13,63,-8.1,-1.9,-6,24100,8,420,-1.9,-2.8,1.69E-15,4.65E-02,
212987,2023-12-14 13:00:00 EST,101.55,103.02,20,19,66,-6.2,-0.6,-6,24100,7,579,-0.6,-1.9,1.72E-15,4.46E-02,
213047,2023-12-14 14:00:00 EST,101.41,102.87,19,22,63,-5.4,1,ERROR,24100,5,1154,1,-0.5,2.95E-16,1.39E-01,
213107,2023-12-14 15:00:00 EST,101.32,102.78,19,18,65,-4.6,1.2,ERROR,24100,5,673,1.4,1,7.56E-16,8.36E-02,
213167,2023-12-14 16:00:00 EST,101.2,102.66,19,16,67,-4.5,1,ERROR,24100,4,265,1.6,1,1.94E-15,3.96E-02,
213227,2023-12-14 17:00:00 EST,101.12,102.58,19,21,70,-4.1,0.8,ERROR,24100,4,9,1,0.7,2.25E-15,3.65E-02,
213287,2023-12-14 18:00:00 EST,101.1,102.56,21,17,72,-3.8,0.6,ERROR,24100,4,0,0.9,0.4,2.31E-15,3.54E-02,
213347,2023-12-14 19:00:00 EST,101.03,102.49,21,16,77,-3.2,0.4,ERROR,24100,4,0,0.7,0.2,3.09E-15,2.99E-02,
213407,2023-12-14 20:00:00 EST,100.98,102.44,21,14,77,-3.5,0.2,ERROR,24100,4,0,0.5,0,4.11E-15,2.50E-02,
213467,2023-12-14 21:00:00 EST,100.92,102.37,21,13,72,-3.8,0.8,ERROR,24100,4,0,0.9,0.1,3.21E-15,2.94E-02,
213527,2023-12-14 22:00:00 EST,100.83,102.28,21,18,72,-3.7,0.8,ERROR,24100,5,0,0.9,0.5,3.01E-15,3.04E-02,
213587,2023-12-14 23:00:00 EST,100.78,102.22,21,17,72,-3.6,0.9,ERROR,24100,6,0,1.1,0.8,3.24E-15,2.92E-02,
213647,2023-12-15 00:00:00 EST,100.74,102.18,21,17,72,-3.5,1,ERROR,24100,3,0,1.1,0.8,3.66E-15,2.70E-02,
213707,2023-12-15 01:00:00 EST,100.7,102.14,21,16,73,-3.1,1.3,ERROR,24100,3,0,1.4,0.9,4.97E-15,2.24E-02,
213767,2023-12-15 02:00:00 EST,100.69,102.12,21,20,74,-2.4,1.7,ERROR,24100,4,0,1.7,1.2,4.17E-15,2.48E-02,
213827,2023-12-15 03:00:00 EST,100.7,102.13,21,18,77,-2.2,1.5,ERROR,24100,2,0,1.8,1.4,4.16E-15,2.49E-02,
213887,2023-12-15 04:00:00 EST,100.68,102.11,21,14,79,-1.9,1.3,ERROR,24100,2,0,1.6,1.3,4.69E-15,2.32E-02,
213947,2023-12-15 05:00:00 EST,100.71,102.14,21,17,81,-1.5,1.3,ERROR,24100,1,0,1.4,1.1,5.14E-15,2.21E-02,
214007,2023-12-15 06:00:00 EST,100.72,102.16,22,15,84,-1.1,1.3,ERROR,24100,4,0,1.5,1,3.85E-15,2.62E-02,
214067,2023-12-15 07:00:00 EST,100.77,102.21,21,18,86,-0.6,1.5,ERROR,24100,4,0,1.6,1.3,2.66E-15,3.38E-02,
214127,2023-12-15 08:00:00 EST,100.86,102.3,21,19,87,-0.3,1.6,ERROR,24100,5,13,1.6,1.4,5.90E-16,8.72E-02,
