,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
287687,2024-02-04 10:00:00 EST,100.51,101.96,6,8,80,-7.8,-5,-9,24100,8,454,-5,-6.2,5.74E-15,2.06E-02,1.36E-15,5.31E-02
287747,2024-02-04 11:00:00 EST,100.5,101.95,3,6,77,-7.2,-3.7,-6,24100,8,727,-3.7,-5,6.57E-15,1.91E-02,1.71E-15,4.65E-02
287807,2024-02-04 12:00:00 EST,100.44,101.89,2,8,75,-6.4,-2.6,-6,24100,8,877,-2.6,-3.7,5.69E-15,2.07E-02,4.14E-16,1.01E-01
287867,2024-02-04 13:00:00 EST,100.41,101.85,3,7,73,-6.2,-2,-5,24100,7,919,-2,-2.6,6.07E-15,1.99E-02,2.16E-16,1.49E-01
287927,2024-02-04 14:00:00 EST,100.34,101.78,2,4,71,-5.9,-1.3,-3,24100,7,920,-1.3,-2,4.38E-15,2.43E-02,,
287987,2024-02-04 15:00:00 EST,100.32,101.76,36,2,70,-5.8,-1.1,-2,24100,6,873,-1,-1.5,2.58E-15,3.43E-02,,
288047,2024-02-04 16:00:00 EST,100.3,101.74,7,0,72,-5.4,-1,,24100,6,525,-1,-1.1,1.29E-15,5.26E-02,,
288107,2024-02-04 17:00:00 EST,100.32,101.77,4,8,71,-5.6,-0.9,-4,24100,6,226,-0.6,-1,7.58E-16,7.17E-02,,
288167,2024-02-04 18:00:00 EST,100.38,101.83,5,8,73,-5.5,-1.3,-4,24100,7,5,-0.9,-1.3,7.35E-16,7.31E-02,,
288227,2024-02-04 19:00:00 EST,100.39,101.84,6,4,73,-5.7,-1.5,-3,24100,8,0,-1.3,-1.5,6.04E-16,8.45E-02,,
288287,2024-02-04 20:00:00 EST,100.4,101.85,33,4,74,-5.5,-1.4,-3,24100,8,0,-1.4,-1.6,5.07E-16,9.00E-02,,
288347,2024-02-04 21:00:00 EST,100.4,101.85,33,6,76,-5.2,-1.5,-4,24100,8,0,-1.3,-1.6,5.69E-16,8.25E-02,,
