,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
202967,2023-12-07 14:00:00 EST,99.87,101.33,6,13,87,-10.7,-8.9,-15,3200,7,444,-8.8,-9.3,3.94E-16,1.07E-01,5.19E-16,9.06E-02
203027,2023-12-07 15:00:00 EST,99.94,101.4,6,9,88,-10.4,-8.8,-13,2400,5,165,-8.8,-8.9,1.13E-15,5.65E-02,5.44E-16,8.78E-02
203087,2023-12-07 16:00:00 EST,99.97,101.43,5,12,87,-10.5,-8.8,-14,4800,8,91,-8.7,-8.9,1.24E-15,5.21E-02,2.97E-16,1.23E-01
203147,2023-12-07 17:00:00 EST,100.05,101.51,4,12,89,-10.1,-8.6,-14,9700,8,4,-8.5,-8.9,6.16E-16,8.91E-02,3.93E-16,1.05E-01
203207,2023-12-07 18:00:00 EST,100.07,101.53,4,17,89,-10.2,-8.6,-15,16100,8,0,-8.6,-8.7,5.14E-16,9.31E-02,,
203267,2023-12-07 19:00:00 EST,100.14,101.6,5,9,88,-10.1,-8.5,-13,16100,8,0,-8.5,-8.6,6.10E-16,8.85E-02,,
203327,2023-12-07 20:00:00 EST,100.18,101.64,4,14,89,-9.9,-8.4,-15,9700,8,0,-8.4,-8.6,5.60E-16,8.76E-02,,
203387,2023-12-07 21:00:00 EST,100.25,101.71,4,12,88,-10,-8.3,-14,16100,8,0,-8.3,-8.5,7.83E-16,6.97E-02,,
203447,2023-12-07 22:00:00 EST,100.27,101.73,4,9,87,-10.1,-8.4,-13,16100,8,0,-8.3,-8.4,7.51E-16,7.17E-02,,
203507,2023-12-07 23:00:00 EST,100.3,101.76,4,8,88,-9.9,-8.2,-12,16100,8,0,-8.2,-8.4,5.48E-16,8.63E-02,,
203567,2023-12-08 00:00:00 EST,100.34,101.8,4,15,90,-9.4,-7.9,-14,12900,8,0,-7.9,-8.2,6.02E-16,8.28E-02,,
203627,2023-12-08 01:00:00 EST,100.41,101.87,4,12,92,-9.1,-8,-13,12900,8,0,-7.9,-8.1,6.60E-16,7.88E-02,,
