,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
299567,2024-02-12 16:00:00 EST,99.77,101.19,27,12,38,-10.9,1.9,,24100,4,1159,2.1,1.8,5.17E-16,1.01E-01,,
299627,2024-02-12 17:00:00 EST,99.78,101.2,36,1,44,-10.1,0.7,,24100,5,320,1.8,0.3,7.65E-16,7.99E-02,,
299687,2024-02-12 18:00:00 EST,99.75,101.18,17,7,52,-9.1,-0.4,-3,24100,6,12,1.1,-0.7,7.55E-16,7.51E-02,,
299747,2024-02-12 19:00:00 EST,99.73,101.16,19,7,53,-9.2,-0.9,-3,24100,7,0,0.2,-0.9,2.03E-15,4.36E-02,,
299807,2024-02-12 20:00:00 EST,99.77,101.2,19,8,54,-9,-0.9,-4,24100,4,0,-0.5,-0.9,9.44E-16,6.24E-02,,
299867,2024-02-12 21:00:00 EST,99.68,101.11,17,4,61,-8.8,-2.4,-4,24100,2,0,-0.7,-3.5,1.88E-15,4.41E-02,,
299927,2024-02-12 22:00:00 EST,99.58,101.01,16,11,67,-7.5,-2.2,-6,24100,1,0,-1.9,-4.3,1.51E-15,4.75E-02,,
299987,2024-02-12 23:00:00 EST,99.5,100.92,16,9,73,-7.3,-3.1,-7,24100,0,0,-2.4,-3.1,3.56E-15,3.03E-02,,
