,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
98927,2023-09-26 09:00:00 EDT,101.84,103.26,5,19,82,8.2,11,ERROR,24100,6,536,11,9.8,7.71E-15,1.83E-02,5.82E-15,2.08E-02
98987,2023-09-26 10:00:00 EDT,101.88,103.3,8,12,77,8.4,12.3,ERROR,24100,7,1166,12.4,11,1.20E-14,1.32E-02,9.15E-15,1.56E-02
99047,2023-09-26 11:00:00 EDT,101.88,103.3,9,13,70,8.4,13.7,ERROR,24100,7,1992,13.8,12.1,1.21E-14,1.31E-02,8.11E-15,1.69E-02
99107,2023-09-26 12:00:00 EDT,101.86,103.27,8,11,63,8.5,15.5,ERROR,24100,6,2017,15.8,13.5,1.22E-14,1.32E-02,6.59E-15,1.89E-02
99167,2023-09-26 13:00:00 EDT,101.82,103.23,9,13,57,8.5,16.9,ERROR,24100,7,2091,17,15.4,1.12E-14,1.38E-02,4.46E-15,2.42E-02
99227,2023-09-26 14:00:00 EDT,101.73,103.14,7,9,50,7.1,17.6,ERROR,24100,8,2445,18.1,16.9,9.98E-15,1.48E-02,5.30E-15,2.23E-02
99287,2023-09-26 15:00:00 EDT,101.69,103.1,4,18,45,6.3,18.2,ERROR,24100,7,2380,18.8,17.7,9.07E-15,1.57E-02,5.75E-15,2.05E-02
99347,2023-09-26 16:00:00 EDT,101.66,103.07,7,17,50,7.4,17.8,ERROR,24100,8,1845,18.4,17.8,1.76E-15,5.46E-02,5.19E-15,2.20E-02
99407,2023-09-26 17:00:00 EDT,101.63,103.04,9,12,56,7.8,16.6,ERROR,24100,8,870,17.8,16.6,5.81E-16,8.43E-02,4.27E-15,2.45E-02
99467,2023-09-26 18:00:00 EDT,101.65,103.06,6,11,58,7.9,16.2,ERROR,24100,7,463,16.6,16.2,2.07E-15,4.19E-02,4.38E-15,2.45E-02
99527,2023-09-26 19:00:00 EDT,101.66,103.08,7,10,66,7.2,13.4,ERROR,24100,5,114,16.1,13.4,3.50E-15,2.78E-02,1.68E-15,4.49E-02
99587,2023-09-26 20:00:00 EDT,101.68,103.1,6,12,69,7.1,12.6,ERROR,24100,6,0,13.5,12.6,4.23E-15,2.48E-02,2.88E-15,3.42E-02
