,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
283787,2024-02-01 17:00:00 EST,99.47,100.88,22,10,98,1.3,1.6,,16100,8,47,1.8,1.6,5.98E-16,8.14E-02,2.90E-15,3.38E-02
283847,2024-02-01 18:00:00 EST,99.51,100.93,23,8,98,1.3,1.6,,16100,8,0,1.7,1.6,5.06E-16,8.96E-02,,
283907,2024-02-01 19:00:00 EST,99.55,100.97,24,8,99,1.2,1.3,,24100,7,0,1.7,1.2,6.27E-16,7.92E-02,,
283967,2024-02-01 20:00:00 EST,99.62,101.04,28,8,99,1.1,1.2,,24100,8,0,1.5,1.1,6.59E-16,7.75E-02,,
284027,2024-02-01 21:00:00 EST,99.66,101.08,29,10,99,1.2,1.3,,24100,8,0,1.4,1.1,1.24E-15,5.19E-02,,
284087,2024-02-01 22:00:00 EST,99.67,101.09,29,11,100,0.9,0.9,,24100,8,0,1.4,0.7,1.01E-15,5.94E-02,,
284147,2024-02-01 23:00:00 EST,99.71,101.13,30,10,100,0.7,0.8,,24100,8,0,1,0.5,9.87E-16,6.12E-02,,
284207,2024-02-02 00:00:00 EST,99.74,101.16,30,13,99,0.7,0.8,,16100,8,0,1,0.7,1.12E-15,5.59E-02,,
284267,2024-02-02 01:00:00 EST,99.73,101.15,29,12,100,0.8,0.8,,24100,8,0,1,0.6,1.28E-15,5.15E-02,,
284327,2024-02-02 02:00:00 EST,99.76,101.18,32,11,99,0.6,0.7,,24100,8,0,0.8,0.1,9.70E-16,7.42E-02,,
284387,2024-02-02 03:00:00 EST,99.8,101.22,34,21,90,0.1,1.6,,24100,3,0,1.6,0.7,1.91E-16,1.64E-01,,
284447,2024-02-02 04:00:00 EST,99.87,101.29,33,21,91,-0.3,1,,24100,8,0,1.7,1,2.34E-16,1.43E-01,,
