,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
83207,2023-09-15 11:00:00 EDT,100.98,102.38,2,7,54,9.4,18.9,ERROR,24100,1,2196,18.9,15.8,1.44E-14,1.18E-02,2.86E-15,3.12E-02
83267,2023-09-15 12:00:00 EDT,100.96,102.36,8,6,41,5.8,19.2,ERROR,24100,1,2594,19.9,18.4,1.51E-14,1.14E-02,,
83327,2023-09-15 13:00:00 EDT,100.89,102.29,5,9,37,5.5,20.4,ERROR,24100,1,2801,20.5,19.1,1.49E-14,1.16E-02,,
83387,2023-09-15 14:00:00 EDT,100.83,102.23,33,8,36,5.3,21,ERROR,24100,2,2740,21.1,19.9,1.42E-14,1.19E-02,,
83447,2023-09-15 15:00:00 EDT,100.77,102.17,28,10,38,6.3,21.2,ERROR,24100,2,2554,21.7,20.5,1.10E-14,1.40E-02,,
83507,2023-09-15 16:00:00 EDT,100.73,102.13,23,5,34,4.9,21,ERROR,24100,2,2153,21.9,20.8,7.61E-15,1.76E-02,,
83567,2023-09-15 17:00:00 EDT,100.69,102.09,32,9,37,5.8,21.1,ERROR,24100,1,1607,21.6,20.9,2.92E-15,3.42E-02,,
83627,2023-09-15 18:00:00 EDT,100.64,102.03,24,7,41,6.9,20.3,ERROR,24100,1,955,21.1,20.3,1.11E-15,5.86E-02,,
83687,2023-09-15 19:00:00 EDT,100.63,102.03,29,8,51,7.2,17.4,ERROR,24100,1,283,20.4,17.4,2.57E-15,3.34E-02,,
83747,2023-09-15 20:00:00 EDT,100.62,102.02,28,10,56,7.3,16,ERROR,24100,2,0,18.1,15.5,3.58E-15,2.81E-02,,
83807,2023-09-15 21:00:00 EDT,100.63,102.03,30,5,64,7.1,13.8,ERROR,24100,2,0,16.5,13.8,5.91E-15,2.03E-02,,
83867,2023-09-15 22:00:00 EDT,100.61,102,4,4,71,7.7,12.8,ERROR,24100,2,0,13.9,12.2,4.33E-15,2.44E-02,,
