,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
82847,2023-09-15 05:00:00 EDT,100.91,102.32,27,6,100,7.5,7.5,ERROR,24100,1,0,8.3,7.4,3.39E-15,2.90E-02,2.50E-15,3.38E-02
82907,2023-09-15 06:00:00 EDT,100.94,102.35,24,4,100,8.4,8.4,ERROR,2400,2,0,8.5,6,3.21E-15,2.92E-02,1.93E-15,4.00E-02
82967,2023-09-15 07:00:00 EDT,100.97,102.37,29,8,100,9.3,9.3,ERROR,400,2,8,9.3,6,2.63E-15,3.31E-02,7.14E-16,8.18E-02
83027,2023-09-15 08:00:00 EDT,100.99,102.4,30,7,100,9.8,9.8,ERROR,600,1,342,9.9,7.4,5.32E-15,2.17E-02,2.14E-15,5.60E-02
83087,2023-09-15 09:00:00 EDT,100.97,102.38,31,8,100,12.4,12.4,ERROR,24100,1,992,12.4,9.6,9.32E-15,1.54E-02,8.44E-15,1.66E-02
83147,2023-09-15 10:00:00 EDT,100.98,102.38,33,9,65,9.4,15.9,ERROR,24100,0,1641,15.9,12.5,1.22E-14,1.30E-02,1.12E-14,1.37E-02
83207,2023-09-15 11:00:00 EDT,100.98,102.38,2,7,54,9.4,18.9,ERROR,24100,1,2196,18.9,15.8,1.44E-14,1.18E-02,9.83E-15,1.49E-02
83267,2023-09-15 12:00:00 EDT,100.96,102.36,8,6,41,5.8,19.2,ERROR,24100,1,2594,19.9,18.4,1.51E-14,1.14E-02,1.17E-14,1.34E-02
83327,2023-09-15 13:00:00 EDT,100.89,102.29,5,9,37,5.5,20.4,ERROR,24100,1,2801,20.5,19.1,1.49E-14,1.16E-02,1.31E-14,1.25E-02
83387,2023-09-15 14:00:00 EDT,100.83,102.23,33,8,36,5.3,21,ERROR,24100,2,2740,21.1,19.9,1.42E-14,1.19E-02,1.13E-14,1.37E-02
83447,2023-09-15 15:00:00 EDT,100.77,102.17,28,10,38,6.3,21.2,ERROR,24100,2,2554,21.7,20.5,1.10E-14,1.40E-02,9.30E-15,1.54E-02
83507,2023-09-15 16:00:00 EDT,100.73,102.13,23,5,34,4.9,21,ERROR,24100,2,2153,21.9,20.8,7.61E-15,1.76E-02,5.64E-15,2.10E-02
83567,2023-09-15 17:00:00 EDT,100.69,102.09,32,9,37,5.8,21.1,ERROR,24100,1,1607,21.6,20.9,2.92E-15,3.42E-02,,
83627,2023-09-15 18:00:00 EDT,100.64,102.03,24,7,41,6.9,20.3,ERROR,24100,1,955,21.1,20.3,1.11E-15,5.86E-02,,
83687,2023-09-15 19:00:00 EDT,100.63,102.03,29,8,51,7.2,17.4,ERROR,24100,1,283,20.4,17.4,2.57E-15,3.34E-02,,
83747,2023-09-15 20:00:00 EDT,100.62,102.02,28,10,56,7.3,16,ERROR,24100,2,0,18.1,15.5,3.58E-15,2.81E-02,,
83807,2023-09-15 21:00:00 EDT,100.63,102.03,30,5,64,7.1,13.8,ERROR,24100,2,0,16.5,13.8,5.91E-15,2.03E-02,,
83867,2023-09-15 22:00:00 EDT,100.61,102,4,4,71,7.7,12.8,ERROR,24100,2,0,13.9,12.2,4.33E-15,2.44E-02,,
83927,2023-09-15 23:00:00 EDT,100.59,101.98,33,7,73,7.9,12.6,ERROR,24100,2,0,13.5,12.2,3.61E-15,2.72E-02,,
83987,2023-09-16 00:00:00 EDT,100.58,101.97,36,1,72,8,12.8,ERROR,24100,3,0,12.8,10.1,3.14E-15,2.96E-02,,
84047,2023-09-16 01:00:00 EDT,100.52,101.91,2,8,76,8.5,12.7,ERROR,24100,3,0,14.1,10.3,4.44E-15,2.39E-02,,
84107,2023-09-16 02:00:00 EDT,100.48,101.87,2,8,89,7.5,9.2,ERROR,24100,3,0,12.6,8.8,3.58E-15,2.79E-02,,
84167,2023-09-16 03:00:00 EDT,100.44,101.83,30,5,93,9.3,10.3,ERROR,24100,4,0,11.2,8.6,2.77E-15,3.19E-02,,
84227,2023-09-16 04:00:00 EDT,100.44,101.83,30,5,96,9,9.6,ERROR,24100,4,0,10.5,9.2,2.86E-15,3.12E-02,,
