,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
152987,2023-11-02 22:00:00 EDT,101.19,102.63,20,18,79,1.2,4.5,ERROR,24100,8,0,5.5,4.5,6.09E-17,3.39E-01,2023-11-03 12:00:00 EDT
153047,2023-11-02 23:00:00 EDT,101.18,102.61,19,17,83,1.4,4,ERROR,24100,7,0,4.6,4,2.21E-16,1.83E-01,2.16E-16
153107,2023-11-03 00:00:00 EDT,101.13,102.56,16,10,90,2,3.4,ERROR,24100,7,0,4.5,3.4,4.85E-16,9.29E-02,1.59E-01
153167,2023-11-03 01:00:00 EDT,101.09,102.52,16,9,86,1.2,3.3,ERROR,24100,6,0,3.8,3.2,8.29E-16,6.88E-02,
153227,2023-11-03 02:00:00 EDT,101.05,102.48,16,12,77,0.4,4.1,ERROR,24100,7,0,4.1,3.1,6.32E-16,7.75E-02,
153287,2023-11-03 03:00:00 EDT,101.02,102.44,17,13,71,-0.2,4.5,ERROR,24100,8,0,4.6,4.1,5.36E-16,9.01E-02,
153347,2023-11-03 04:00:00 EDT,100.96,102.38,17,14,68,-0.7,4.7,ERROR,24100,8,0,4.7,4.4,6.90E-16,7.63E-02,
153407,2023-11-03 05:00:00 EDT,100.93,102.35,16,19,66,-0.8,5,ERROR,24100,8,0,5,4.7,9.71E-16,6.25E-02,
153467,2023-11-03 06:00:00 EDT,100.91,102.33,17,16,68,-0.2,5.2,ERROR,24100,8,0,5.5,5,1.05E-15,6.30E-02,
153527,2023-11-03 07:00:00 EDT,100.82,102.24,16,15,71,0.4,5.2,ERROR,24100,8,0,5.5,5,4.51E-16,9.56E-02,
153587,2023-11-03 08:00:00 EDT,100.77,102.19,16,25,67,0,5.6,ERROR,24100,8,0,5.6,5,2.54E-16,1.66E-01,
153647,2023-11-03 09:00:00 EDT,100.77,102.19,17,17,62,-0.8,5.9,ERROR,24100,7,50,5.9,5.6,2.30E-16,2.75E-01,
