,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
174707,2023-11-17 23:00:00 EST,99.78,101.18,30,9,87,-2.2,-0.2,-3,24100,1,0,0.6,-0.5,4.16E-16,1.33E-01,9.63E-15,1.51E-02
174767,2023-11-18 00:00:00 EST,99.84,101.24,26,10,93,-1.9,-0.9,-4,24100,1,0,-0.3,-1.3,1.77E-16,1.68E-01,1.12E-14,1.37E-02
174827,2023-11-18 01:00:00 EST,99.82,101.23,28,6,91,-2.2,-1,-3,24100,6,0,-0.5,-1,2.06E-16,1.53E-01,7.78E-15,1.77E-02
174887,2023-11-18 02:00:00 EST,99.86,101.27,32,16,84,-2.9,-0.5,-5,24100,6,0,-0.3,-1.3,1.49E-16,1.97E-01,3.98E-15,2.71E-02
174947,2023-11-18 03:00:00 EST,99.9,101.31,32,20,80,-3.7,-0.6,-6,24100,7,0,-0.4,-0.7,1.51E-16,1.83E-01,5.56E-16,9.28E-02
175007,2023-11-18 04:00:00 EST,99.92,101.34,33,16,66,-6.6,-1.1,-6,24100,8,0,-0.6,-1.1,4.20E-16,1.01E-01,3.51E-16,1.12E-01
175067,2023-11-18 05:00:00 EST,100,101.42,32,21,68,-6.9,-1.7,-8,24100,8,0,-1,-1.7,8.54E-16,6.57E-02,5.41E-16,8.69E-02
175127,2023-11-18 06:00:00 EST,99.97,101.39,0,14,68,-6.7,-1.7,-6,24100,7,0,-1.6,-2.1,9.51E-16,6.03E-02,5.09E-16,9.52E-02
175187,2023-11-18 07:00:00 EST,100.04,101.47,27,7,74,-7,-2.9,-6,24100,2,0,-1.6,-3.8,9.06E-16,6.62E-02,3.36E-16,1.21E-01
175247,2023-11-18 08:00:00 EST,100.04,101.47,24,10,80,-5.9,-2.9,-7,24100,2,140,-2.9,-4.1,3.97E-15,2.74E-02,2.61E-16,1.49E-01
175307,2023-11-18 09:00:00 EST,100.05,101.48,25,8,72,-5.4,-1,-4,24100,2,668,-1,-2.9,7.30E-15,1.79E-02,,
175367,2023-11-18 10:00:00 EST,100.03,101.46,27,13,63,-6.2,0.1,ERROR,24100,2,1154,0.1,-1,8.88E-15,1.58E-02,,
