,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
172667,2023-11-16 13:00:00 EST,100.71,102.13,20,12,48,0,10.4,ERROR,24100,6,1548,10.4,8.5,5.46E-15,2.31E-02,6.94E-15,2.14E-02
172727,2023-11-16 14:00:00 EST,100.63,102.04,21,10,35,-3.2,11.7,ERROR,24100,7,1305,12,10.2,1.78E-15,4.67E-02,,
172787,2023-11-16 15:00:00 EST,100.57,101.99,20,8,31,-5.2,11.2,ERROR,24100,8,789,12,11.2,1.49E-15,5.84E-02,,
172847,2023-11-16 16:00:00 EST,100.53,101.95,15,9,38,-4.1,9.5,ERROR,24100,8,272,11.2,9.5,4.97E-15,2.33E-02,,
172907,2023-11-16 17:00:00 EST,100.51,101.93,17,8,38,-4.9,8.4,ERROR,24100,7,25,9.4,7.6,9.61E-15,1.52E-02,,
172967,2023-11-16 18:00:00 EST,100.48,101.91,14,10,46,-4.1,6.8,ERROR,24100,7,0,8.7,6.3,8.75E-15,1.62E-02,,
173027,2023-11-16 19:00:00 EST,100.4,101.82,16,11,54,-1.3,7.4,ERROR,24100,7,0,7.9,6.3,4.88E-15,2.26E-02,,
173087,2023-11-16 20:00:00 EST,100.32,101.74,15,12,64,0.4,6.6,ERROR,24100,4,0,7.5,6,4.28E-15,2.44E-02,,
173147,2023-11-16 21:00:00 EST,100.29,101.71,15,12,72,0.9,5.5,ERROR,24100,1,0,6.6,5.5,5.96E-15,2.04E-02,,
173207,2023-11-16 22:00:00 EST,100.18,101.59,14,13,77,1.3,5,ERROR,24100,6,0,6.2,4.7,5.96E-15,2.28E-02,,
173267,2023-11-16 23:00:00 EST,100.08,101.49,16,10,81,1.1,4,ERROR,24100,3,0,5.5,3.6,8.37E-15,1.79E-02,,
173327,2023-11-17 00:00:00 EST,99.98,101.39,17,7,77,1.5,5.1,ERROR,24100,3,0,5.3,4,1.09E-14,1.53E-02,,
