,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
122627,2023-10-12 20:00:00 EDT,100.09,101.5,26,8,80,2.7,5.9,ERROR,24100,2,0,8,5.9,2.57E-15,3.34E-02,2023-10-13 22:00:00 EDT
122687,2023-10-12 21:00:00 EDT,100.12,101.53,26,9,87,2.7,4.6,ERROR,24100,2,0,6.2,4.6,1.50E-15,5.13E-02,3.70E-15
122747,2023-10-12 22:00:00 EDT,100.13,101.54,27,12,87,3.4,5.3,ERROR,24100,3,0,5.3,4.2,2.12E-15,3.85E-02,2.73E-02
122807,2023-10-12 23:00:00 EDT,100.13,101.54,30,14,85,4.1,6.4,ERROR,24100,3,0,7,5.3,3.70E-15,2.67E-02,
122867,2023-10-13 00:00:00 EDT,100.11,101.51,30,9,92,3.9,5,ERROR,24100,3,0,6.7,4.8,2.50E-15,3.53E-02,
122927,2023-10-13 01:00:00 EDT,100.15,101.56,23,9,98,3.9,4.2,ERROR,24100,3,0,6.2,3.4,4.29E-16,1.04E-01,
122987,2023-10-13 02:00:00 EDT,100.15,101.56,29,10,99,4,4.1,ERROR,24100,4,0,4.8,3.4,8.10E-16,7.67E-02,
123047,2023-10-13 03:00:00 EDT,100.15,101.55,28,12,100,5,5.1,ERROR,24100,6,0,6.2,4.1,2.32E-15,3.70E-02,
123107,2023-10-13 04:00:00 EDT,100.18,101.59,27,13,100,4.3,4.3,ERROR,24100,4,0,6.9,4,2.53E-15,3.41E-02,
123167,2023-10-13 05:00:00 EDT,100.22,101.63,28,16,100,5.7,5.7,ERROR,24100,2,0,5.9,3.8,2.45E-15,3.44E-02,
123227,2023-10-13 06:00:00 EDT,100.27,101.68,27,13,100,4.8,4.8,ERROR,24100,3,0,5.9,4.7,1.86E-15,4.14E-02,
123287,2023-10-13 07:00:00 EDT,100.27,101.68,29,14,100,5.9,5.9,ERROR,24100,1,0,6,4.5,9.03E-16,7.19E-02,
123347,2023-10-13 08:00:00 EDT,100.32,101.73,30,13,99,6.2,6.4,ERROR,24100,1,80,6.4,5.9,2.44E-15,3.90E-02,
123407,2023-10-13 09:00:00 EDT,100.35,101.76,31,19,91,7.2,8.6,ERROR,24100,2,630,8.6,6.4,6.02E-15,2.12E-02,
123467,2023-10-13 10:00:00 EDT,100.37,101.78,31,20,88,7.8,9.7,ERROR,24100,4,1009,9.7,8.6,7.12E-15,1.89E-02,
123527,2023-10-13 11:00:00 EDT,100.36,101.77,34,22,72,7,11.9,ERROR,24100,3,1828,12.2,9.9,8.67E-15,1.75E-02,
123587,2023-10-13 12:00:00 EDT,100.35,101.75,31,22,65,7.1,13.6,ERROR,24100,1,2113,13.6,11.7,7.61E-15,1.85E-02,
123647,2023-10-13 13:00:00 EDT,100.32,101.73,34,20,58,5.6,13.6,ERROR,24100,6,1618,15.3,12.8,3.71E-15,2.78E-02,
123707,2023-10-13 14:00:00 EDT,100.31,101.72,30,14,60,6.1,13.6,ERROR,24100,7,580,14.5,13.6,2.52E-15,3.67E-02,
123767,2023-10-13 15:00:00 EDT,100.27,101.67,29,13,56,6,14.6,ERROR,24100,7,774,14.7,13.6,1.60E-15,5.54E-02,
123827,2023-10-13 16:00:00 EDT,100.24,101.64,29,12,66,7.4,13.6,ERROR,24100,7,980,15.3,13.6,4.19E-16,1.00E-01,
123887,2023-10-13 17:00:00 EDT,100.25,101.65,30,17,67,6.9,12.9,ERROR,24100,7,562,15.3,11.9,7.11E-16,7.30E-02,
123947,2023-10-13 18:00:00 EDT,100.26,101.67,30,9,66,6.3,12.5,ERROR,24100,7,102,14.3,11.9,8.39E-16,6.69E-02,
124007,2023-10-13 19:00:00 EDT,100.25,101.66,28,5,75,6.8,11,ERROR,24100,7,3,13,10.9,2.04E-15,4.06E-02,
