,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
287987,2024-02-04 15:00:00 EST,100.32,101.76,36,2,70,-5.8,-1.1,-2,24100,6,873,-1,-1.5,2.58E-15,3.43E-02,2024-02-05 17:00:00 EST
288047,2024-02-04 16:00:00 EST,100.3,101.74,7,0,72,-5.4,-1,,24100,6,525,-1,-1.1,1.29E-15,5.26E-02,1.83E-15
288107,2024-02-04 17:00:00 EST,100.32,101.77,4,8,71,-5.6,-0.9,-4,24100,6,226,-0.6,-1,7.58E-16,7.17E-02,4.23E-02
288167,2024-02-04 18:00:00 EST,100.38,101.83,5,8,73,-5.5,-1.3,-4,24100,7,5,-0.9,-1.3,7.35E-16,7.31E-02,
288227,2024-02-04 19:00:00 EST,100.39,101.84,6,4,73,-5.7,-1.5,-3,24100,8,0,-1.3,-1.5,6.04E-16,8.45E-02,
288287,2024-02-04 20:00:00 EST,100.4,101.85,33,4,74,-5.5,-1.4,-3,24100,8,0,-1.4,-1.6,5.07E-16,9.00E-02,
288347,2024-02-04 21:00:00 EST,100.4,101.85,33,6,76,-5.2,-1.5,-4,24100,8,0,-1.3,-1.6,5.69E-16,8.25E-02,
288407,2024-02-04 22:00:00 EST,100.38,101.82,33,7,76,-5,-1.4,-4,24100,8,0,-1.2,-1.4,1.36E-15,5.31E-02,
288467,2024-02-04 23:00:00 EST,100.37,101.81,33,8,77,-4.8,-1.3,-4,24100,8,0,-1.3,-1.5,1.71E-15,4.65E-02,
288527,2024-02-05 00:00:00 EST,100.37,101.81,0,11,73,-5.4,-1.1,-5,24100,8,0,-1,-1.4,4.14E-16,1.01E-01,
288587,2024-02-05 01:00:00 EST,100.38,101.82,0,12,73,-5.4,-1.1,-5,24100,8,0,-1.1,-1.2,2.16E-16,1.49E-01,
288647,2024-02-05 02:00:00 EST,100.39,101.83,0,12,74,-5.2,-1.2,-5,24100,8,0,-1,-1.2,9.51E-16,6.91E-02,
288707,2024-02-05 03:00:00 EST,100.38,101.82,1,17,73,-5.7,-1.6,-7,24100,7,0,-1.1,-1.6,8.04E-16,6.73E-02,
288767,2024-02-05 04:00:00 EST,100.41,101.85,1,14,77,-6.4,-2.9,-8,24100,2,0,-1.6,-3,9.58E-16,6.02E-02,
288827,2024-02-05 05:00:00 EST,100.43,101.87,35,12,81,-6.7,-3.9,-9,24100,1,0,-3,-3.9,1.60E-15,4.60E-02,
288887,2024-02-05 06:00:00 EST,100.46,101.9,0,9,81,-7.5,-4.7,-9,24100,1,0,-3.8,-4.7,1.19E-15,5.29E-02,
288947,2024-02-05 07:00:00 EST,100.54,101.99,0,6,81,-7.8,-4.9,-8,24100,1,0,-4.5,-5,1.04E-15,5.88E-02,
289007,2024-02-05 08:00:00 EST,100.6,102.05,36,12,79,-8.3,-5.2,-10,24100,1,42,-5.1,-6.3,3.19E-15,3.00E-02,
289067,2024-02-05 09:00:00 EST,100.65,102.1,1,13,69,-9.2,-4.4,-9,24100,1,578,-4.4,-5.3,6.52E-15,1.92E-02,
289127,2024-02-05 10:00:00 EST,100.7,102.15,4,13,57,-10.5,-3.2,-8,24100,1,1158,-3.2,-4.4,9.02E-15,1.56E-02,
289187,2024-02-05 11:00:00 EST,100.73,102.17,2,9,51,-10.6,-1.8,-5,24100,1,1620,-1.8,-3.2,9.90E-15,1.48E-02,
289247,2024-02-05 12:00:00 EST,100.66,102.1,2,4,46,-10.9,-0.7,-2,24100,0,1889,-0.7,-1.8,9.91E-15,1.48E-02,
289307,2024-02-05 13:00:00 EST,100.61,102.05,36,11,43,-10.7,0.5,,24100,0,1951,0.5,-0.7,8.33E-15,1.64E-02,
289367,2024-02-05 14:00:00 EST,100.57,102.01,31,9,45,-9.9,0.7,,24100,0,1798,0.9,0.3,5.37E-15,2.19E-02,
