,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
189347,2023-11-28 03:00:00 EST,99.04,100.46,23,11,77,-7.9,-4.4,-9,24100,5,0,-2.9,-5.1,4.03E-16,1.05E-01,3.80E-16,1.15E-01
189407,2023-11-28 04:00:00 EST,99.01,100.43,24,18,72,-8.7,-4.4,-10,24100,2,0,-4.2,-4.7,2.69E-16,1.31E-01,2.92E-16,1.25E-01
189467,2023-11-28 05:00:00 EST,99.02,100.44,25,20,69,-9.7,-4.9,-11,24100,1,0,-4.2,-5.2,1.77E-16,1.67E-01,,
189527,2023-11-28 06:00:00 EST,99.04,100.46,25,18,69,-9.7,-4.8,-11,24100,4,0,-4.6,-5.1,1.43E-16,1.92E-01,,
189587,2023-11-28 07:00:00 EST,99.06,100.48,25,17,76,-9.3,-5.8,-12,24100,3,0,-4.9,-6.4,7.61E-16,8.10E-02,,
189647,2023-11-28 08:00:00 EST,99.08,100.5,27,18,70,-9.9,-5.4,-12,24100,2,80,-5.1,-5.9,3.90E-15,2.80E-02,,
189707,2023-11-28 09:00:00 EST,99.11,100.53,27,29,63,-10.6,-4.6,-12,24100,1,489,-4.6,-5.5,2.52E-15,3.37E-02,,
189767,2023-11-28 10:00:00 EST,99.18,100.6,26,25,61,-10.5,-4,-11,24100,3,732,-4,-4.7,3.44E-15,2.92E-02,,
189827,2023-11-28 11:00:00 EST,99.21,100.64,26,33,57,-11.8,-4.6,-13,24100,7,443,-3.6,-5,5.34E-15,2.15E-02,,
189887,2023-11-28 12:00:00 EST,99.23,100.66,28,24,63,-11,-5.1,-12,24100,7,1225,-4.2,-5.2,5.03E-15,2.27E-02,,
189947,2023-11-28 13:00:00 EST,99.28,100.71,26,33,52,-12.7,-4.1,-12,24100,6,1053,-4.1,-5.3,5.22E-15,2.18E-02,,
190007,2023-11-28 14:00:00 EST,99.32,100.75,27,30,57,-12.4,-5.2,-13,24100,6,1169,-4.3,-5.3,1.94E-15,4.31E-02,,
