,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
166367,2023-11-12 04:00:00 EST,102,103.46,34,9,66,-7.7,-2.2,-6,24100,7,0,-1.7,-2.3,4.16E-16,1.00E-01,1.01E-15,6.01E-02
166427,2023-11-12 05:00:00 EST,102.02,103.48,32,12,71,-7.1,-2.6,-7,24100,7,0,-2.2,-3.2,5.02E-16,8.88E-02,,
166487,2023-11-12 06:00:00 EST,102.07,103.53,30,9,80,-6.4,-3.4,-7,24100,7,0,-2.5,-3.5,4.80E-16,9.14E-02,,
166547,2023-11-12 07:00:00 EST,102.1,103.56,32,9,82,-6.4,-3.8,-8,24100,6,0,-3.2,-3.9,1.52E-15,5.95E-02,,
166607,2023-11-12 08:00:00 EST,102.14,103.6,31,12,74,-6.4,-2.4,-7,24100,4,191,-2.4,-3.9,5.80E-15,2.09E-02,,
166667,2023-11-12 09:00:00 EST,102.13,103.59,30,12,70,-5.9,-1,-5,24100,3,759,-1,-2.4,9.40E-15,1.53E-02,,
166727,2023-11-12 10:00:00 EST,102.1,103.56,34,5,62,-7.5,-1.2,-3,24100,4,1261,-0.2,-1.2,9.23E-15,1.55E-02,,
166787,2023-11-12 11:00:00 EST,102.09,103.55,28,7,57,-7.5,0.1,ERROR,24100,5,1410,0.5,-1.1,8.87E-15,1.64E-02,,
166847,2023-11-12 12:00:00 EST,102.03,103.49,32,10,56,-7.5,0.3,ERROR,24100,5,1469,1.4,-0.4,1.18E-14,1.34E-02,,
166907,2023-11-12 13:00:00 EST,101.98,103.44,36,3,54,-7,1.3,ERROR,24100,3,1898,1.8,-0.1,9.68E-15,1.50E-02,,
166967,2023-11-12 14:00:00 EST,101.95,103.41,33,7,51,-7.2,1.8,ERROR,24100,2,1445,2,1.3,6.90E-15,1.90E-02,,
167027,2023-11-12 15:00:00 EST,101.91,103.37,32,4,51,-7.5,1.6,ERROR,24100,1,1039,2.2,1.3,1.91E-15,5.70E-02,,
