,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
286547,2024-02-03 15:00:00 EST,100.7,102.15,21,4,61,-9,-2.4,-4,24100,8,414,-2.4,-2.6,1.38E-15,4.94E-02,2024-02-04 14:00:00 EST
286607,2024-02-03 16:00:00 EST,100.67,102.12,26,8,64,-8.2,-2.4,-6,24100,8,267,-2.3,-2.5,6.27E-16,8.03E-02,4.38E-15
286667,2024-02-03 17:00:00 EST,100.64,102.09,20,4,65,-8.1,-2.4,-4,24100,7,95,-2.3,-2.4,2.85E-16,1.29E-01,2.43E-02
286727,2024-02-03 18:00:00 EST,100.64,102.09,16,5,64,-8.5,-2.6,-5,24100,7,4,-2.3,-2.6,2.09E-16,1.50E-01,
286787,2024-02-03 19:00:00 EST,100.65,102.1,11,7,71,-7.5,-2.9,-6,24100,8,0,-2.6,-2.9,1.62E-16,1.75E-01,
286847,2024-02-03 20:00:00 EST,100.64,102.09,15,7,67,-8.2,-2.8,-6,24100,8,0,-2.8,-3,1.86E-16,1.61E-01,
286907,2024-02-03 21:00:00 EST,100.63,102.08,14,7,73,-7.4,-3.3,-6,24100,8,0,-2.9,-3.3,2.19E-16,1.48E-01,
286967,2024-02-03 22:00:00 EST,100.62,102.07,11,6,72,-8,-3.6,-6,24100,7,0,-3.1,-3.7,2.64E-16,1.33E-01,
287027,2024-02-03 23:00:00 EST,100.6,102.05,12,7,72,-8.3,-4,-7,24100,7,0,-3.5,-4,3.08E-16,1.21E-01,
287087,2024-02-04 00:00:00 EST,100.54,101.99,12,7,78,-7.6,-4.3,-7,24100,8,0,-4,-4.4,4.80E-16,9.26E-02,
287147,2024-02-04 01:00:00 EST,100.49,101.94,12,9,77,-7.6,-4.2,-8,24100,8,0,-4,-4.3,6.30E-16,7.79E-02,
287207,2024-02-04 02:00:00 EST,100.46,101.91,14,10,77,-7.9,-4.5,-9,24100,6,0,-4.2,-4.6,7.84E-16,6.89E-02,
