,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
176807,2023-11-19 10:00:00 EST,99.57,100.99,29,22,71,-2.8,1.9,ERROR,24100,6,690,1.9,1,2.14E-15,3.94E-02,2023-11-20 09:00:00 EST
176867,2023-11-19 11:00:00 EST,99.66,101.07,27,21,65,-2.5,3.5,ERROR,24100,6,1007,3.5,2,4.82E-15,3.04E-02,8.99E-15
176927,2023-11-19 12:00:00 EST,99.68,101.1,28,24,83,-1.6,1,ERROR,24100,6,1177,4.5,0.9,4.50E-15,3.05E-02,1.58E-02
176987,2023-11-19 13:00:00 EST,99.7,101.12,28,23,59,-4.5,2.7,ERROR,24100,4,1379,3.9,1.1,1.58E-15,4.59E-02,
177047,2023-11-19 14:00:00 EST,99.77,101.19,30,19,74,-2.9,1.3,ERROR,24100,6,678,4.2,0.7,1.00E-15,6.00E-02,
177107,2023-11-19 15:00:00 EST,99.85,101.27,30,30,57,-5.5,2.1,ERROR,24100,7,393,3.1,1.3,6.09E-16,8.56E-02,
177167,2023-11-19 16:00:00 EST,99.98,101.4,30,26,57,-6.3,1.4,ERROR,24100,8,147,2.2,1.4,1.97E-16,1.64E-01,
177227,2023-11-19 17:00:00 EST,100.16,101.59,31,21,60,-6.5,0.3,ERROR,24100,7,4,1.4,0.3,1.25E-16,2.06E-01,
177287,2023-11-19 18:00:00 EST,100.31,101.74,30,19,56,-8.4,-0.5,-6,24100,5,0,0.3,-0.9,2.41E-16,1.43E-01,
177347,2023-11-19 19:00:00 EST,100.42,101.86,32,19,59,-7.7,-0.7,-6,24100,7,0,-0.1,-0.7,3.51E-16,1.19E-01,
177407,2023-11-19 20:00:00 EST,100.53,101.97,31,20,70,-6.2,-1.4,-7,12900,8,0,-0.1,-1.4,2.87E-16,1.35E-01,
177467,2023-11-19 21:00:00 EST,100.63,102.07,32,21,73,-6.7,-2.5,-9,24100,6,0,-0.8,-2.5,3.19E-16,1.57E-01,
