,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
66767,2023-09-04 01:00:00 EDT,99.63,100.98,21,8,86,19.8,22.2,ERROR,24100,7,0,22.3,22,1.53E-15,4.74E-02,4.03E-15,2.66E-02
66827,2023-09-04 02:00:00 EDT,99.6,100.95,23,7,93,19.8,20.9,ERROR,24100,4,0,22.3,20.9,1.87E-15,4.26E-02,,
66887,2023-09-04 03:00:00 EDT,99.57,100.92,21,9,98,19.8,20.1,ERROR,24100,3,0,21,19.9,1.52E-15,7.50E-02,,
66947,2023-09-04 04:00:00 EDT,99.57,100.92,20,7,100,19.1,19.1,ERROR,24100,1,0,20.4,19.1,2.90E-15,3.10E-02,,
67007,2023-09-04 05:00:00 EDT,99.62,100.98,19,9,100,18.9,18.9,ERROR,24100,1,0,19.4,17.9,1.80E-15,4.60E-02,,
67067,2023-09-04 06:00:00 EDT,99.64,101,17,8,100,18.7,18.7,ERROR,24100,6,0,19,18.5,1.37E-15,5.09E-02,,
67127,2023-09-04 07:00:00 EDT,99.7,101.06,17,8,100,18.6,18.6,ERROR,24100,5,45,18.7,17.8,3.75E-15,2.73E-02,,
67187,2023-09-04 08:00:00 EDT,99.73,101.09,20,9,99,20.2,20.4,ERROR,24100,5,477,20.4,18.6,6.67E-15,1.90E-02,,
67247,2023-09-04 09:00:00 EDT,99.71,101.07,24,5,84,19.9,22.6,ERROR,24100,5,955,22.6,20.4,9.46E-15,1.52E-02,,
67307,2023-09-04 10:00:00 EDT,99.71,101.07,27,9,79,20.5,24.4,ERROR,24100,3,1575,24.6,22.5,1.24E-14,1.30E-02,,
67367,2023-09-04 11:00:00 EDT,99.76,101.12,26,8,68,19.6,25.9,ERROR,24100,4,2118,26,24.3,1.20E-14,1.32E-02,,
67427,2023-09-04 12:00:00 EDT,99.76,101.12,36,3,68,19.9,26.2,ERROR,24100,4,2426,26.9,25.8,1.37E-14,1.22E-02,,
