,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
198047,2023-12-04 04:00:00 EST,98.84,100.25,1,14,98,-1.8,-1.5,-6,1600,3,0,-1.3,-1.5,9.40E-16,5.49E-02,2023-12-04 21:00:00 EST
198107,2023-12-04 05:00:00 EST,98.88,100.29,4,19,98,-2,-1.7,-7,1200,2,0,-1.4,-1.7,9.33E-16,5.49E-02,8.31E-16
198167,2023-12-04 06:00:00 EST,98.95,100.36,7,12,97,-2,-1.6,-6,2400,5,0,-1.6,-1.8,9.27E-16,5.50E-02,5.52E-02
198227,2023-12-04 07:00:00 EST,99.06,100.48,0,8,98,-1.6,-1.4,-4,2400,5,0,-1.4,-1.6,9.20E-16,5.50E-02,
198287,2023-12-04 08:00:00 EST,99.12,100.54,26,12,98,-2,-1.8,-6,3200,6,23,-1.3,-1.8,9.14E-16,5.50E-02,
198347,2023-12-04 09:00:00 EST,99.17,100.59,25,9,97,-2.2,-1.8,-5,6400,8,197,-1.5,-1.9,9.08E-16,5.50E-02,
198407,2023-12-04 10:00:00 EST,99.27,100.69,25,10,95,-2.4,-1.8,-5,9700,8,319,-1.8,-1.8,9.01E-16,5.50E-02,
198467,2023-12-04 11:00:00 EST,99.27,100.69,25,8,96,-2.2,-1.6,-5,2400,4,415,-1.6,-1.8,8.95E-16,5.50E-02,
198527,2023-12-04 12:00:00 EST,99.29,100.71,26,7,96,-2.1,-1.5,-4,8100,8,569,-1.5,-1.8,8.88E-16,5.50E-02,
198587,2023-12-04 13:00:00 EST,99.31,100.73,26,6,94,-2.1,-1.3,-4,8100,8,319,-1.3,-1.6,8.82E-16,5.51E-02,
198647,2023-12-04 14:00:00 EST,99.34,100.76,23,4,97,-1.9,-1.4,-3,3200,5,258,-1.3,-1.4,8.76E-16,5.51E-02,
198707,2023-12-04 15:00:00 EST,99.43,100.85,14,13,97,-2.1,-1.7,-6,2400,4,192,-1.3,-1.7,8.69E-16,5.51E-02,
