,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
250127,2024-01-09 08:00:00 EST,101.11,102.57,8,23,75,-8.8,-5.1,-12,24100,8,0,-5,-5.1,4.81E-16,9.36E-02,2024-01-10 01:00:00 EST
250187,2024-01-09 09:00:00 EST,101.01,102.47,7,21,78,-8.3,-5,-12,24100,8,59,-5,-5.1,1.06E-15,5.70E-02,8.27E-16
250247,2024-01-09 10:00:00 EST,100.86,102.31,7,34,79,-8.2,-5,-13,24100,8,192,-5,-5,1.19E-15,5.26E-02,5.36E-02
250307,2024-01-09 11:00:00 EST,100.7,102.15,8,32,78,-8.7,-5.4,-14,24100,8,267,-5.1,-5.4,1.23E-15,5.20E-02,
250367,2024-01-09 12:00:00 EST,100.48,101.93,8,36,78,-9,-5.7,-15,24100,8,319,-5.4,-5.7,1.57E-15,4.79E-02,
250427,2024-01-09 13:00:00 EST,100.28,101.73,7,30,80,-9,-6.1,-14,6400,8,235,-5.7,-6.1,2.13E-15,3.53E-02,
250487,2024-01-09 14:00:00 EST,100.02,101.46,7,25,90,-7.8,-6.4,-14,800,1,179,-6.1,-6.4,1.90E-15,3.57E-02,
250547,2024-01-09 15:00:00 EST,99.81,101.25,7,32,90,-7.9,-6.5,-15,1200,3,120,-6.3,-6.5,1.66E-15,3.61E-02,
250607,2024-01-09 16:00:00 EST,99.52,100.96,7,37,89,-7.9,-6.4,-16,1600,4,60,-6.4,-6.5,1.43E-15,3.65E-02,
250667,2024-01-09 17:00:00 EST,99.31,100.75,7,35,90,-7.7,-6.3,-15,2400,6,4,-6.3,-6.5,1.19E-15,3.69E-02,
250727,2024-01-09 18:00:00 EST,99.06,100.49,7,36,91,-7.2,-6,-15,1600,4,0,-6,-6.3,9.57E-16,3.73E-02,
250787,2024-01-09 19:00:00 EST,98.8,100.23,7,38,91,-6.5,-5.3,-14,1600,4,0,-5.3,-6,6.95E-16,4.60E-02,
