,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
121787,2023-10-12 06:00:00 EDT,99.72,101.11,23,9,99,7.5,7.6,ERROR,24100,8,0,7.7,7.5,2.78E-16,1.29E-01,1.11E-15,6.00E-02
121847,2023-10-12 07:00:00 EDT,99.76,101.16,24,11,98,7.3,7.6,ERROR,24100,7,0,7.8,7.5,7.73E-16,7.99E-02,1.80E-15,4.32E-02
121907,2023-10-12 08:00:00 EDT,99.79,101.19,28,11,98,6.9,7.2,ERROR,24100,6,41,7.6,7,3.88E-15,2.67E-02,2.57E-15,3.34E-02
121967,2023-10-12 09:00:00 EDT,99.87,101.27,27,14,92,6.9,8.1,ERROR,24100,6,545,8.2,7,6.81E-15,1.88E-02,1.50E-15,5.13E-02
122027,2023-10-12 10:00:00 EDT,99.88,101.28,28,14,83,6.3,8.9,ERROR,24100,5,1004,8.9,7.8,9.52E-15,1.52E-02,2.12E-15,3.85E-02
122087,2023-10-12 11:00:00 EDT,99.91,101.31,32,16,70,4.2,9.4,ERROR,24100,5,1377,10.2,8.3,1.09E-14,1.43E-02,3.70E-15,2.67E-02
122147,2023-10-12 12:00:00 EDT,99.92,101.32,33,17,60,3.9,11.3,ERROR,24100,3,1287,11.7,9.2,8.89E-15,1.70E-02,2.50E-15,3.53E-02
122207,2023-10-12 13:00:00 EDT,99.93,101.33,28,17,56,2.5,11,ERROR,24100,4,1868,12.1,10.4,8.85E-15,1.61E-02,,
122267,2023-10-12 14:00:00 EDT,99.94,101.34,27,26,57,2.5,10.8,ERROR,24100,5,1635,12.7,10.6,1.06E-14,1.44E-02,,
122327,2023-10-12 15:00:00 EDT,99.97,101.37,29,19,55,3.2,12,ERROR,24100,6,1232,12.7,10.5,3.66E-15,2.73E-02,,
122387,2023-10-12 16:00:00 EDT,99.96,101.36,28,23,58,3.2,11.2,ERROR,24100,6,900,12.4,10.3,3.05E-15,3.59E-02,,
122447,2023-10-12 17:00:00 EDT,100,101.4,30,21,57,2,10.2,ERROR,24100,3,488,11.5,10,5.23E-16,9.30E-02,,
