,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
214307,2023-12-15 11:00:00 EST,100.92,102.35,23,21,73,1.2,5.6,ERROR,24100,2,1121,5.6,4.3,1.33E-15,5.05E-02,4.02E-15,2.59E-02
214367,2023-12-15 12:00:00 EST,100.83,102.26,23,20,70,1.5,6.5,ERROR,24100,3,1303,6.5,5.6,1.78E-15,4.19E-02,3.90E-15,2.69E-02
214427,2023-12-15 13:00:00 EST,100.79,102.21,22,17,66,2,7.9,ERROR,24100,3,1279,7.9,6.6,9.99E-16,6.18E-02,3.81E-15,2.69E-02
214487,2023-12-15 14:00:00 EST,100.77,102.19,22,23,63,2,8.5,ERROR,24100,4,1032,8.6,8,5.40E-16,1.02E-01,4.53E-15,2.55E-02
214547,2023-12-15 15:00:00 EST,100.77,102.19,22,16,64,2,8.5,ERROR,24100,5,712,8.7,8.3,1.55E-15,5.90E-02,2.63E-15,3.37E-02
214607,2023-12-15 16:00:00 EST,100.78,102.21,23,12,66,1.6,7.6,ERROR,24100,6,282,8.6,7.6,5.14E-15,2.30E-02,1.55E-15,4.51E-02
214667,2023-12-15 17:00:00 EST,100.83,102.26,23,8,73,1,5.4,ERROR,24100,4,7,7.5,5.1,6.51E-15,1.91E-02,1.25E-15,5.14E-02
214727,2023-12-15 18:00:00 EST,100.89,102.32,23,11,75,0.8,4.8,ERROR,24100,4,0,5.5,4.6,3.77E-15,2.66E-02,1.18E-15,5.33E-02
214787,2023-12-15 19:00:00 EST,100.92,102.35,23,12,73,0.8,5.3,ERROR,24100,5,0,5.5,4.8,4.05E-15,2.59E-02,,
214847,2023-12-15 20:00:00 EST,101,102.43,24,10,72,0.8,5.5,ERROR,24100,6,0,5.5,4.9,3.12E-15,3.02E-02,,
214907,2023-12-15 21:00:00 EST,101.07,102.5,23,10,75,0.6,4.6,ERROR,24100,5,0,5.5,4.2,3.04E-15,3.10E-02,,
214967,2023-12-15 22:00:00 EST,101.11,102.54,24,11,75,0.5,4.4,ERROR,24100,6,0,4.7,4.2,3.76E-15,2.82E-02,,
