,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
215927,2023-12-16 14:00:00 EST,101.88,103.33,7,18,55,-4.8,3.4,ERROR,24100,7,1291,3.8,2.8,7.12E-16,8.05E-02,1.93E-16,1.63E-01
215987,2023-12-16 15:00:00 EST,101.84,103.29,9,18,58,-4.5,2.9,ERROR,24100,7,537,3.7,2.7,5.68E-16,9.79E-02,,
216047,2023-12-16 16:00:00 EST,101.8,103.25,7,12,65,-4.4,1.5,ERROR,24100,7,211,3,1.3,1.02E-15,5.94E-02,,
216107,2023-12-16 17:00:00 EST,101.79,103.24,9,10,73,-4.5,-0.2,-4,24100,6,6,1.4,-0.4,2.87E-16,1.29E-01,,
216167,2023-12-16 18:00:00 EST,101.74,103.19,7,13,71,-4.1,0.5,ERROR,24100,8,0,0.7,-0.3,1.03E-16,2.35E-01,,
216227,2023-12-16 19:00:00 EST,101.72,103.17,7,14,71,-4.5,0.2,ERROR,24100,8,0,0.6,0.1,6.46E-17,3.07E-01,,
216287,2023-12-16 20:00:00 EST,101.63,103.08,7,18,70,-4.9,0,-5,24100,8,0,0.3,0,7.50E-17,2.95E-01,,
216347,2023-12-16 21:00:00 EST,101.59,103.04,7,22,70,-5.3,-0.4,-6,24100,8,0,0,-0.4,7.82E-17,2.84E-01,,
216407,2023-12-16 22:00:00 EST,101.54,102.99,7,16,72,-5.2,-0.8,-6,24100,8,0,-0.4,-0.8,2.04E-16,1.55E-01,,
216467,2023-12-16 23:00:00 EST,101.45,102.9,6,17,74,-5.4,-1.3,-6,24100,3,0,-0.8,-1.5,8.80E-17,2.66E-01,,
216527,2023-12-17 00:00:00 EST,101.37,102.82,7,16,75,-5.2,-1.4,-6,24100,7,0,-1.3,-1.6,7.03E-17,3.00E-01,,
216587,2023-12-17 01:00:00 EST,101.23,102.67,8,19,77,-4.9,-1.4,-7,24100,8,0,-1.3,-1.4,7.88E-17,2.77E-01,,
