,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
56927,2023-08-28 05:00:00 EDT,100.37,101.75,0,7,91,10.6,12.1,ERROR,24100,1,0,12.5,11.7,1.70E-15,4.51E-02,2023-08-28 18:00:00 EDT
56987,2023-08-28 06:00:00 EDT,100.38,101.77,2,5,94,8.7,9.6,ERROR,24100,2,0,12.1,9.6,1.15E-15,5.66E-02,9.16E-16
57047,2023-08-28 07:00:00 EDT,100.41,101.8,4,8,96,11,11.6,ERROR,24100,2,61,11.6,8.7,4.24E-15,2.55E-02,6.36E-02
57107,2023-08-28 08:00:00 EDT,100.41,101.79,3,10,88,12.2,14.1,ERROR,24100,2,510,14.1,11.6,9.30E-15,1.55E-02,
57167,2023-08-28 09:00:00 EDT,100.43,101.81,8,9,77,12.5,16.5,ERROR,24100,3,1289,16.6,14.2,1.10E-14,1.39E-02,
57227,2023-08-28 10:00:00 EDT,100.41,101.79,3,5,70,13.1,18.6,ERROR,24100,3,1632,18.6,16.3,1.37E-14,1.22E-02,
57287,2023-08-28 11:00:00 EDT,100.38,101.76,3,5,64,13.9,20.8,ERROR,24100,2,2336,20.8,18.6,1.54E-14,1.13E-02,
57347,2023-08-28 12:00:00 EDT,100.34,101.72,13,3,53,12.3,22.2,ERROR,24100,3,2771,22.6,20.7,1.02E-14,1.49E-02,
57407,2023-08-28 13:00:00 EDT,100.29,101.67,36,2,51,13.1,23.6,ERROR,24100,6,2615,23.9,22.1,1.09E-14,1.43E-02,
57467,2023-08-28 14:00:00 EDT,100.24,101.62,14,9,49,12.6,24,ERROR,24100,5,1808,24.7,22.6,1.00E-14,1.48E-02,
57527,2023-08-28 15:00:00 EDT,100.19,101.57,14,10,43,11.3,24.5,ERROR,24100,5,1112,24.8,23.3,6.09E-15,2.12E-02,
57587,2023-08-28 16:00:00 EDT,100.15,101.53,15,7,48,12.6,24.1,ERROR,24100,6,1194,24.7,23.2,3.42E-15,2.98E-02,
