,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
269627,2024-01-22 21:00:00 EST,100.92,102.37,22,17,90,-3.8,-2.4,-8,16100,8,0,-2.4,-2.7,4.16E-16,1.00E-01,2.03E-15,3.86E-02
269687,2024-01-22 22:00:00 EST,100.95,102.4,22,17,88,-3.7,-1.9,-7,16100,8,0,-1.9,-2.4,3.40E-16,1.13E-01,,
269747,2024-01-22 23:00:00 EST,101.01,102.46,24,15,85,-3.9,-1.7,-7,16100,8,0,-1.6,-1.9,5.71E-16,8.41E-02,,
269807,2024-01-23 00:00:00 EST,101.08,102.53,25,13,83,-4.2,-1.7,-6,16100,8,0,-1.6,-1.8,4.44E-16,9.75E-02,,
269867,2024-01-23 01:00:00 EST,101.14,102.59,25,20,81,-4.3,-1.4,-7,16100,8,0,-1.3,-1.7,2.43E-16,1.41E-01,,
269927,2024-01-23 02:00:00 EST,101.24,102.69,24,20,81,-4.1,-1.3,-7,16100,8,0,-1.2,-1.4,4.86E-16,9.47E-02,,
269987,2024-01-23 03:00:00 EST,101.32,102.77,24,17,84,-3.8,-1.4,-7,16100,8,0,-1.2,-1.4,3.75E-16,1.14E-01,,
270047,2024-01-23 04:00:00 EST,101.39,102.84,23,17,90,-3.1,-1.6,-7,9700,8,0,-1.4,-1.6,3.81E-16,1.06E-01,,
270107,2024-01-23 05:00:00 EST,101.42,102.88,34,5,94,-2.7,-1.8,-4,12900,8,0,-1.4,-1.9,4.37E-16,9.67E-02,,
270167,2024-01-23 06:00:00 EST,101.47,102.93,25,9,92,-3.1,-2,-5,12900,8,0,-1.7,-2.1,5.27E-16,8.65E-02,,
270227,2024-01-23 07:00:00 EST,101.57,103.03,24,9,92,-3.2,-2.1,-6,17700,8,0,-2,-2.2,4.27E-16,9.91E-02,,
270287,2024-01-23 08:00:00 EST,101.64,103.1,25,8,92,-3.4,-2.3,-5,16100,8,27,-2,-2.4,4.45E-16,1.05E-01,,
