,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
211427,2023-12-13 11:00:00 EST,101.4,102.85,28,35,53,-9.8,-1.5,-9,24100,5,936,-1,-1.5,4.40E-15,2.43E-02,2023-12-14 00:00:00 EST
211487,2023-12-13 12:00:00 EST,101.38,102.83,29,25,60,-8.4,-1.6,-8,24100,2,1105,-1.5,-2.1,3.35E-15,2.87E-02,1.12E-15
211547,2023-12-13 13:00:00 EST,101.37,102.82,29,28,55,-9.8,-1.9,-9,24100,1,1409,-1.5,-2,2.96E-15,3.08E-02,5.49E-02
211607,2023-12-13 14:00:00 EST,101.42,102.88,28,29,47,-11.5,-1.6,-8,24100,1,1089,-1.4,-2,1.58E-15,4.94E-02,
211667,2023-12-13 15:00:00 EST,101.46,102.91,29,20,48,-11.5,-1.7,-7,24100,1,716,-1.6,-2.1,1.95E-16,1.61E-01,
211727,2023-12-13 16:00:00 EST,101.56,103.02,26,27,45,-12.6,-2.3,-9,24100,2,318,-1.7,-2.3,3.06E-16,1.20E-01,
211787,2023-12-13 17:00:00 EST,101.65,103.11,28,16,49,-12.7,-3.4,-9,24100,3,5,-2.2,-3.7,2.73E-16,1.32E-01,
211847,2023-12-13 18:00:00 EST,101.75,103.21,29,21,51,-12.3,-3.4,-10,24100,1,0,-3,-3.4,1.88E-16,1.60E-01,
211907,2023-12-13 19:00:00 EST,101.87,103.34,32,17,56,-12,-4.4,-10,24100,1,0,-3.3,-4.7,4.35E-16,1.01E-01,
211967,2023-12-13 20:00:00 EST,101.94,103.41,30,15,60,-12.3,-5.7,-11,24100,1,0,-4.4,-5.7,7.30E-16,7.18E-02,
212027,2023-12-13 21:00:00 EST,102.02,103.49,29,11,60,-12.7,-6.2,-11,24100,2,0,-5.6,-6.2,9.99E-16,5.97E-02,
212087,2023-12-13 22:00:00 EST,102.05,103.52,24,7,65,-12.6,-7.2,-11,24100,2,0,-6.1,-7.7,1.60E-15,4.44E-02,
