,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
253487,2024-01-11 16:00:00 EST,99.57,101.01,29,7,86,-8.3,-6.3,-10,8100,8,180,-6.2,-6.4,7.87E-16,6.94E-02,9.03E-15,1.56E-02
253547,2024-01-11 17:00:00 EST,99.64,101.08,22,5,90,-7.8,-6.4,-9,12900,8,31,-6.2,-6.4,7.19E-16,7.27E-02,,
253607,2024-01-11 18:00:00 EST,99.7,101.15,26,7,90,-7.7,-6.4,-10,12900,8,0,-6.4,-6.5,4.28E-16,1.02E-01,,
253667,2024-01-11 19:00:00 EST,99.77,101.22,24,6,91,-8,-6.7,-10,16100,8,0,-6.3,-6.8,5.08E-16,1.27E-01,,
253727,2024-01-11 20:00:00 EST,99.85,101.3,30,9,90,-7.8,-6.4,-11,24100,8,0,-6.3,-6.8,6.77E-16,1.18E-01,,
253787,2024-01-11 21:00:00 EST,99.92,101.37,31,8,90,-7.7,-6.4,-10,16100,8,0,-6.3,-6.4,9.01E-16,1.11E-01,,
253847,2024-01-11 22:00:00 EST,99.96,101.41,33,7,90,-7.7,-6.3,-10,16100,8,0,-6.3,-6.5,5.56E-16,8.38E-02,,
253907,2024-01-11 23:00:00 EST,100.1,101.55,30,8,87,-8.1,-6.3,-10,16100,8,0,-6.3,-6.5,4.01E-16,1.02E-01,,
253967,2024-01-12 00:00:00 EST,100.18,101.63,30,9,86,-8.3,-6.2,-10,16100,8,0,-6.2,-6.3,3.09E-16,1.20E-01,,
254027,2024-01-12 01:00:00 EST,100.26,101.71,31,7,85,-8.4,-6.3,-10,16100,8,0,-6.2,-6.3,3.65E-16,1.08E-01,,
254087,2024-01-12 02:00:00 EST,100.41,101.86,30,12,77,-9.6,-6.2,-11,16100,8,0,-6.2,-6.3,3.37E-16,1.13E-01,,
254147,2024-01-12 03:00:00 EST,100.54,102,25,5,85,-8.7,-6.6,-9,24100,7,0,-6.2,-6.6,3.22E-16,1.17E-01,,
