,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,,,,,,CN2-R0 Future
258287,2024-01-15 00:00:00 EST,99.93,101.37,25,10,68,-12.9,-8,-13,24100,8,0,-7.9,-8.3,4.36E-16,1.13E-01,2024-01-16 00:00:00 EST,,,,,
258347,2024-01-15 01:00:00 EST,99.96,101.41,22,26,69,-12.2,-7.5,-16,24100,8,0,-7.2,-8.1,8.68E-17,3.02E-01,9.21E-17,,,,,
258407,2024-01-15 02:00:00 EST,100.03,101.48,21,17,69,-13.6,-8.9,-16,24100,7,0,-7.6,-8.9,1.55E-16,2.48E-01,2.58E-01,,,,,
258467,2024-01-15 03:00:00 EST,100.12,101.57,21,13,71,-14.6,-10.3,-17,24100,7,0,-8.8,-10.4,6.63E-17,3.95E-01,,,,,,
258527,2024-01-15 04:00:00 EST,100.15,101.6,23,16,69,-14.4,-9.8,-17,24100,7,0,-9.8,-10.3,4.34E-17,3.95E-01,,,,,,
258587,2024-01-15 05:00:00 EST,100.2,101.66,24,12,70,-14.6,-10,-16,24100,8,0,-9.7,-10.1,1.13E-16,2.26E-01,,,,,,
258647,2024-01-15 06:00:00 EST,100.23,101.69,21,16,70,-15.2,-10.6,-18,24100,8,0,-10,-10.7,2.59E-16,1.39E-01,,,,,,
258707,2024-01-15 07:00:00 EST,100.29,101.75,22,16,70,-15.9,-11.4,-19,24100,5,0,-10.6,-11.4,5.17E-16,9.09E-02,,,,,,
258767,2024-01-15 08:00:00 EST,100.34,101.8,22,15,71,-15.8,-11.6,-19,24100,6,20,-11.4,-11.8,1.09E-15,5.87E-02,,,,,,
258827,2024-01-15 09:00:00 EST,100.4,101.87,23,24,71,-15.3,-11,-20,24100,7,212,-11,-11.5,4.15E-15,2.66E-02,,,,,,
258887,2024-01-15 10:00:00 EST,100.43,101.89,24,30,66,-14.7,-9.5,-19,24100,6,658,-9.3,-10.9,4.90E-15,2.31E-02,,,,,,
258947,2024-01-15 11:00:00 EST,100.45,101.91,23,24,62,-14.8,-8.8,-17,24100,5,1419,-8.8,-9.9,5.79E-15,2.04E-02,,,,,,
259007,2024-01-15 12:00:00 EST,100.4,101.86,23,30,57,-14.8,-7.8,-17,24100,2,1538,-7.8,-8.8,5.93E-15,2.01E-02,,,,,,
259067,2024-01-15 13:00:00 EST,100.35,101.81,23,28,51,-15.9,-7.4,-16,24100,1,1601,-7.3,-7.8,4.84E-15,2.28E-02,,,,,,
259127,2024-01-15 14:00:00 EST,100.36,101.82,22,25,45,-17.4,-7.4,-15,24100,1,1437,-7.3,-7.6,2.84E-15,3.22E-02,,,,,,
259187,2024-01-15 15:00:00 EST,100.4,101.86,23,24,46,-17,-7.2,-15,24100,2,1091,-7.2,-7.3,6.57E-16,1.16E-01,,,,,,
259247,2024-01-15 16:00:00 EST,100.43,101.89,22,20,47,-17.1,-7.7,-15,24100,2,591,-7.2,-7.7,5.39E-16,1.08E-01,,,,,,
259307,2024-01-15 17:00:00 EST,100.46,101.93,22,14,50,-17.7,-8.9,-15,24100,2,70,-7.7,-9,1.58E-15,4.47E-02,,,,,,
259367,2024-01-15 18:00:00 EST,100.5,101.97,22,13,49,-18.6,-9.7,-16,24100,1,0,-8.9,-9.8,2.65E-15,3.32E-02,,,,,,
259427,2024-01-15 19:00:00 EST,100.49,101.96,19,11,52,-18.6,-10.4,-16,24100,1,0,-9.7,-10.5,2.64E-15,3.28E-02,,,,,,
259487,2024-01-15 20:00:00 EST,100.48,101.95,19,5,55,-18.7,-11.4,-15,24100,3,0,-10.4,-11.5,1.90E-15,4.11E-02,,,,,,
259547,2024-01-15 21:00:00 EST,100.5,101.97,20,10,58,-18.7,-12.1,-18,24100,5,0,-11.4,-12.3,2.91E-15,3.30E-02,,,,,,
259607,2024-01-15 22:00:00 EST,100.5,101.97,21,8,60,-17.8,-11.4,-16,24100,7,0,-11.4,-12,2.71E-15,3.85E-02,,,,,,
259667,2024-01-15 23:00:00 EST,100.53,102,23,12,60,-17.1,-10.8,-17,24100,7,0,-10.8,-11.5,5.05E-16,1.15E-01,,,,,,
