,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,,,,,,CN2-R0 Future
178187,2023-11-20 09:00:00 EST,101.71,103.17,28,12,63,-9.6,-3.7,-8,24100,1,657,-3.6,-6,8.99E-15,1.58E-02,2023-11-21 09:00:00 EST,,,,,
178247,2023-11-20 10:00:00 EST,101.76,103.22,32,11,55,-10.5,-2.6,-7,24100,1,1154,-2.6,-3.8,1.12E-14,1.38E-02,2.89E-15,,,,,
178307,2023-11-20 11:00:00 EST,101.78,103.25,27,13,53,-10.6,-2.3,-7,24100,2,1512,-1.8,-2.9,1.24E-14,1.29E-02,3.11E-02,,,,,
178367,2023-11-20 12:00:00 EST,101.79,103.26,26,11,54,-10,-1.8,-6,24100,2,1716,-1.6,-2.6,1.16E-14,1.35E-02,,,,,,
178427,2023-11-20 13:00:00 EST,101.81,103.28,29,10,52,-9.9,-1.3,-5,24100,2,1649,-1.1,-2,9.76E-15,1.49E-02,,,,,,
178487,2023-11-20 14:00:00 EST,101.8,103.27,27,5,51,-10,-1.1,-3,24100,2,1382,-0.8,-1.6,6.00E-15,2.05E-02,,,,,,
178547,2023-11-20 15:00:00 EST,101.83,103.3,27,9,49,-10.6,-1.1,-4,24100,2,971,-0.8,-1.2,1.46E-15,5.89E-02,,,,,,
178607,2023-11-20 16:00:00 EST,101.87,103.34,29,10,52,-10.5,-1.9,-6,24100,2,426,-1,-2.1,5.44E-16,8.53E-02,,,,,,
178667,2023-11-20 17:00:00 EST,101.94,103.41,25,6,54,-10.7,-2.6,-5,24100,1,11,-2,-3.9,1.01E-15,6.03E-02,,,,,,
178727,2023-11-20 18:00:00 EST,101.97,103.45,28,7,60,-11.3,-4.7,-8,24100,1,0,-2.7,-4.7,1.27E-15,5.09E-02,,,,,,
178787,2023-11-20 19:00:00 EST,102.01,103.49,25,8,64,-10.7,-4.8,-8,24100,1,0,-4.2,-5.1,8.40E-16,6.66E-02,,,,,,
178847,2023-11-20 20:00:00 EST,102.06,103.54,24,4,68,-10.9,-6,-8,24100,0,0,-5.1,-6.8,8.60E-16,6.53E-02,,,,,,
178907,2023-11-20 21:00:00 EST,102.05,103.52,32,4,66,-11.3,-6,-8,24100,0,0,-5.3,-6.2,7.94E-16,6.84E-02,,,,,,
178967,2023-11-20 22:00:00 EST,102.05,103.52,26,3,69,-11.1,-6.3,-8,24100,2,0,-5.3,-7.4,2.22E-15,4.21E-02,,,,,,
179027,2023-11-20 23:00:00 EST,102.01,103.48,36,1,71,-11.2,-6.8,-7,24100,1,0,-6.8,-8.3,4.21E-15,2.51E-02,,,,,,
179087,2023-11-21 00:00:00 EST,102,103.47,6,10,73,-11.4,-7.3,-12,24100,2,0,-6.8,-8.6,4.35E-15,2.43E-02,,,,,,
179147,2023-11-21 01:00:00 EST,102.02,103.49,5,9,74,-11.3,-7.4,-12,24100,2,0,-6.3,-7.7,3.46E-15,2.83E-02,,,,,,
179207,2023-11-21 02:00:00 EST,102.05,103.52,5,8,76,-11.1,-7.7,-12,24100,1,0,-7,-8.6,2.62E-15,3.59E-02,,,,,,
179267,2023-11-21 03:00:00 EST,101.99,103.46,6,8,79,-11.1,-8.1,-12,24100,3,0,-7.3,-9.1,2.16E-15,3.80E-02,,,,,,
179327,2023-11-21 04:00:00 EST,101.95,103.43,5,11,83,-11.8,-9.4,-15,24100,3,0,-8.1,-9.4,1.79E-15,4.15E-02,,,,,,
179387,2023-11-21 05:00:00 EST,101.88,103.35,6,10,85,-10.8,-8.8,-14,24100,3,0,-8.6,-9.6,2.03E-15,3.85E-02,,,,,,
179447,2023-11-21 06:00:00 EST,101.8,103.28,6,16,85,-10.5,-8.4,-15,24100,3,0,-8.1,-8.9,1.25E-15,5.18E-02,,,,,,
179507,2023-11-21 07:00:00 EST,101.77,103.24,7,19,83,-10.2,-7.8,-15,24100,2,0,-7.8,-8.4,6.33E-16,8.02E-02,,,,,,
179567,2023-11-21 08:00:00 EST,101.75,103.22,6,18,83,-9.2,-6.7,-13,24100,2,131,-6.7,-7.9,1.19E-15,5.40E-02,,,,,,
