203807,2023-12-08 04:00:00 EST,100.58,102.04,5,10,86,-9.6,-7.6,-12,16100,8,0,-7.6,-7.8,1.37E-16
203867,2023-12-08 05:00:00 EST,100.6,102.06,6,8,88,-9.2,-7.5,-12,16100,8,0,-7.5,-7.8,1.97E-01
203927,2023-12-08 06:00:00 EST,100.65,102.11,4,9,88,-9.1,-7.4,-12,16100,8,0,-7.4,-7.6,
203987,2023-12-08 07:00:00 EST,100.66,102.12,5,10,88,-9.1,-7.4,-12,16100,8,0,-7.4,-7.5,
204047,2023-12-08 08:00:00 EST,100.72,102.18,5,11,88,-9.1,-7.4,-12,16100,8,33,-7.3,-7.5,
204107,2023-12-08 09:00:00 EST,100.74,102.2,7,13,88,-8.8,-7.1,-13,16100,8,142,-7.1,-7.4,
204167,2023-12-08 10:00:00 EST,100.74,102.2,7,15,88,-8.2,-6.5,-12,16100,8,420,-6.5,-7.1,
204227,2023-12-08 11:00:00 EST,100.76,102.22,7,14,86,-7.9,-6,-12,16100,8,453,-6,-6.5,
204287,2023-12-08 12:00:00 EST,100.66,102.12,7,17,85,-7.6,-5.6,-12,12900,8,697,-5.5,-6,
204347,2023-12-08 13:00:00 EST,100.6,102.06,7,19,89,-6.6,-5,-11,16100,8,834,-4.9,-5.6,
204407,2023-12-08 14:00:00 EST,100.55,102.01,5,20,91,-6.3,-5,-12,16100,8,556,-4.9,-5.2,
204467,2023-12-08 15:00:00 EST,100.55,102.01,6,19,90,-6.3,-4.9,-11,16100,8,382,-4.9,-5.1,
