,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
161327,2023-11-08 16:00:00 EST,100.71,102.15,23,6,59,-6.4,0.8,ERROR,24100,7,232,1.9,0.8,4.55E-16,9.43E-02,1.35E-15
161387,2023-11-08 17:00:00 EST,100.7,102.14,24,6,58,-6.8,0.6,ERROR,24100,6,24,1.1,0.2,4.76E-16,9.14E-02,5.20E-02
161447,2023-11-08 18:00:00 EST,100.69,102.13,27,6,67,-6.2,-0.8,-3,24100,6,0,0.7,-1.2,5.83E-16,8.25E-02,
161507,2023-11-08 19:00:00 EST,100.65,102.09,36,3,67,-6.3,-0.8,-2,24100,8,0,0.4,-1.2,5.63E-16,8.53E-02,
161567,2023-11-08 20:00:00 EST,100.54,101.98,11,7,69,-5.9,-0.9,-3,24100,8,0,-0.4,-1.6,5.28E-16,9.04E-02,
161627,2023-11-08 21:00:00 EST,100.55,101.99,6,5,70,-5.1,-0.2,-2,24100,8,0,-0.1,-1.1,1.83E-16,1.75E-01,
161687,2023-11-08 22:00:00 EST,100.45,101.89,9,10,66,-5.7,-0.1,-3,24100,8,0,0,-0.2,1.56E-16,1.81E-01,
161747,2023-11-08 23:00:00 EST,100.37,101.8,8,10,65,-5.8,0,-3,24100,8,0,0,-0.3,1.48E-16,1.86E-01,
161807,2023-11-09 00:00:00 EST,100.26,101.69,10,9,67,-5.5,-0.2,-3,24100,8,0,0,-0.2,1.46E-16,1.87E-01,
161867,2023-11-09 01:00:00 EST,100.15,101.58,9,9,68,-5.5,-0.2,-3,24100,8,0,-0.1,-0.2,9.86E-17,2.38E-01,
161927,2023-11-09 02:00:00 EST,100,101.42,10,14,69,-5.1,-0.2,-4,24100,8,0,0,-0.2,1.14E-15,1.47E-01,
161987,2023-11-09 03:00:00 EST,99.9,101.32,9,16,79,-4,-0.7,-5,4800,7,0,0,-0.7,1.88E-15,3.99E-02,
