176687,2023-11-19 08:00:00 EST,99.49,100.91,25,15,81,-3,-0.1,-5,24100,3,138,-0.1,-1.4,3.24E-16
176747,2023-11-19 09:00:00 EST,99.57,100.99,26,17,74,-3.1,1,ERROR,24100,7,255,1,-0.1,1.18E-01
176807,2023-11-19 10:00:00 EST,99.57,100.99,29,22,71,-2.8,1.9,ERROR,24100,6,690,1.9,1,
176867,2023-11-19 11:00:00 EST,99.66,101.07,27,21,65,-2.5,3.5,ERROR,24100,6,1007,3.5,2,
176927,2023-11-19 12:00:00 EST,99.68,101.1,28,24,83,-1.6,1,ERROR,24100,6,1177,4.5,0.9,
176987,2023-11-19 13:00:00 EST,99.7,101.12,28,23,59,-4.5,2.7,ERROR,24100,4,1379,3.9,1.1,
177047,2023-11-19 14:00:00 EST,99.77,101.19,30,19,74,-2.9,1.3,ERROR,24100,6,678,4.2,0.7,
177107,2023-11-19 15:00:00 EST,99.85,101.27,30,30,57,-5.5,2.1,ERROR,24100,7,393,3.1,1.3,
177167,2023-11-19 16:00:00 EST,99.98,101.4,30,26,57,-6.3,1.4,ERROR,24100,8,147,2.2,1.4,
177227,2023-11-19 17:00:00 EST,100.16,101.59,31,21,60,-6.5,0.3,ERROR,24100,7,4,1.4,0.3,
177287,2023-11-19 18:00:00 EST,100.31,101.74,30,19,56,-8.4,-0.5,-6,24100,5,0,0.3,-0.9,
177347,2023-11-19 19:00:00 EST,100.42,101.86,32,19,59,-7.7,-0.7,-6,24100,7,0,-0.1,-0.7,
