70967,2023-09-06 23:00:00 EDT,99.32,100.67,17,9,97,22.4,23,ERROR,24100,1,0,24,23,1.20E-15
71027,2023-09-07 00:00:00 EDT,99.3,100.65,19,8,99,22.1,22.4,ERROR,24100,0,0,23.1,22.2,6.11E-02
71087,2023-09-07 01:00:00 EDT,99.26,100.61,17,7,97,21.5,21.9,ERROR,24100,0,0,22.3,21.9,
71147,2023-09-07 02:00:00 EDT,99.2,100.54,18,11,96,21.4,22.1,ERROR,24100,3,0,22.2,21.7,
71207,2023-09-07 03:00:00 EDT,99.23,100.57,20,11,96,21.1,21.7,ERROR,24100,4,0,22.2,21.6,
71267,2023-09-07 04:00:00 EDT,99.21,100.55,19,9,94,21.2,22.1,ERROR,24100,5,0,22.4,21.7,
71327,2023-09-07 05:00:00 EDT,99.27,100.62,21,12,97,21.1,21.5,ERROR,24100,2,0,22.1,21.4,
71387,2023-09-07 06:00:00 EDT,99.25,100.6,21,9,98,21.1,21.4,ERROR,24100,6,0,21.6,21.3,
71447,2023-09-07 07:00:00 EDT,99.32,100.67,20,8,99,21.3,21.4,ERROR,24100,7,41,21.5,21.1,
71507,2023-09-07 08:00:00 EDT,99.33,100.68,18,8,98,21.6,21.9,ERROR,24100,7,257,21.9,21.4,
71567,2023-09-07 09:00:00 EDT,99.36,100.71,18,10,91,21.7,23.2,ERROR,24100,8,623,23.2,21.9,
71627,2023-09-07 10:00:00 EDT,99.4,100.75,23,14,84,21.4,24.2,ERROR,24100,8,885,24.3,23.2,
