243287,2024-01-04 14:00:00 EST,100.78,102.23,29,18,59,-14.8,-8.2,-15,24100,1,1260,-7.9,-8.8,2.36E-15
243347,2024-01-04 15:00:00 EST,100.86,102.32,28,18,53,-16.1,-8.3,-15,24100,1,944,-7.7,-8.6,3.54E-02
243407,2024-01-04 16:00:00 EST,100.89,102.35,29,17,56,-16.3,-8.9,-16,24100,1,446,-8.2,-9,
243467,2024-01-04 17:00:00 EST,100.95,102.42,26,16,63,-16.2,-10.4,-17,24100,1,22,-9,-10.6,
243527,2024-01-04 18:00:00 EST,101.02,102.49,26,15,64,-16.4,-10.8,-18,24100,0,0,-10.3,-10.8,
243587,2024-01-04 19:00:00 EST,101.06,102.54,27,13,67,-16.1,-11.2,-18,24100,0,0,-10.7,-11.2,
243647,2024-01-04 20:00:00 EST,101.07,102.55,29,13,70,-15.7,-11.2,-18,24100,0,0,-10.9,-11.3,
243707,2024-01-04 21:00:00 EST,101.05,102.53,29,10,75,-15.7,-12.2,-18,24100,0,0,-11.2,-12.6,
243767,2024-01-04 22:00:00 EST,101.03,102.51,30,5,73,-16.2,-12.4,-16,24100,0,0,-12.1,-13,
243827,2024-01-04 23:00:00 EST,101.06,102.54,26,9,81,-15.4,-12.8,-18,24100,4,0,-12.4,-14.5,
243887,2024-01-05 00:00:00 EST,101.04,102.52,25,10,80,-16.3,-13.5,-19,24100,5,0,-12.6,-13.7,
243947,2024-01-05 01:00:00 EST,100.98,102.46,24,10,82,-16.2,-13.7,-20,24100,6,0,-13.3,-13.9,
