242927,2024-01-04 08:00:00 EST,100.41,101.86,32,27,68,-14.6,-9.7,-19,24100,2,4,-9.1,-9.8,7.47E-16
242987,2024-01-04 09:00:00 EST,100.54,101.99,31,28,66,-14.3,-9.1,-18,24100,3,256,-9.1,-9.7,9.63E-02
243047,2024-01-04 10:00:00 EST,100.64,102.09,31,23,65,-14.4,-8.9,-17,24100,3,842,-8.9,-9.3,
243107,2024-01-04 11:00:00 EST,100.7,102.15,31,31,61,-15.2,-9,-18,24100,1,1205,-8.8,-9.2,
243167,2024-01-04 12:00:00 EST,100.7,102.15,31,27,61,-15.1,-8.8,-18,24100,2,1418,-8.2,-9,
243227,2024-01-04 13:00:00 EST,100.71,102.16,32,18,59,-14.7,-8.1,-15,24100,1,1303,-8.1,-8.7,
243287,2024-01-04 14:00:00 EST,100.78,102.23,29,18,59,-14.8,-8.2,-15,24100,1,1260,-7.9,-8.8,
243347,2024-01-04 15:00:00 EST,100.86,102.32,28,18,53,-16.1,-8.3,-15,24100,1,944,-7.7,-8.6,
243407,2024-01-04 16:00:00 EST,100.89,102.35,29,17,56,-16.3,-8.9,-16,24100,1,446,-8.2,-9,
243467,2024-01-04 17:00:00 EST,100.95,102.42,26,16,63,-16.2,-10.4,-17,24100,1,22,-9,-10.6,
243527,2024-01-04 18:00:00 EST,101.02,102.49,26,15,64,-16.4,-10.8,-18,24100,0,0,-10.3,-10.8,
243587,2024-01-04 19:00:00 EST,101.06,102.54,27,13,67,-16.1,-11.2,-18,24100,0,0,-10.7,-11.2,
