255767,2024-01-13 06:00:00 EST,97.84,99.25,6,43,94,-5.6,-4.7,-14,2400,5,0,-4.7,-5.1,1.41E-16
255827,2024-01-13 07:00:00 EST,97.66,99.07,6,32,95,-4.5,-3.8,-12,1200,ERROR,0,-3.8,-5,2.19E-01
255887,2024-01-13 08:00:00 EST,97.48,98.88,6,34,95,-3.7,-3.1,-11,1600,5,1,-3.1,-4.4,
255947,2024-01-13 09:00:00 EST,97.34,98.74,7,34,96,-2.3,-1.7,-9,2400,5,60,-1.7,-3.4,
256007,2024-01-13 10:00:00 EST,97.22,98.62,7,30,95,-1.6,-0.9,-8,8100,8,239,-0.9,-2.9,
256067,2024-01-13 11:00:00 EST,97.13,98.53,7,28,96,-1.5,-1,-8,4800,8,329,-0.9,-1.5,
256127,2024-01-13 12:00:00 EST,97.08,98.48,13,12,97,-1.5,-1.1,-5,1600,4,375,-0.9,-1.2,
256187,2024-01-13 13:00:00 EST,97.06,98.45,21,9,99,-0.7,-0.5,-4,4000,6,343,-0.5,-1.2,
256247,2024-01-13 14:00:00 EST,97.08,98.47,22,24,84,-0.7,1.6,ERROR,19300,8,328,1.7,-1.2,
256307,2024-01-13 15:00:00 EST,97.17,98.56,21,29,78,-1.9,1.6,ERROR,24100,7,361,1.9,1.6,
256367,2024-01-13 16:00:00 EST,97.29,98.68,22,26,77,-2.6,0.9,ERROR,24100,7,222,1.5,0.9,
256427,2024-01-13 17:00:00 EST,97.37,98.77,23,37,73,-4.1,0.2,ERROR,24100,8,14,0.9,0.2,
