186887,2023-11-26 10:00:00 EST,100.56,101.99,13,14,65,-3.8,2.2,ERROR,24100,7,444,2.5,-0.3,3.21E-15
186947,2023-11-26 11:00:00 EST,100.44,101.87,13,14,59,-3.9,3.2,ERROR,24100,7,813,3.3,1.8,3.69E-02
187007,2023-11-26 12:00:00 EST,100.31,101.74,13,15,53,-4.3,4.6,ERROR,24100,7,1282,4.6,3.1,
187067,2023-11-26 13:00:00 EST,100.22,101.65,13,17,49,-5.3,4.4,ERROR,24100,8,1125,4.8,4,
187127,2023-11-26 14:00:00 EST,100.13,101.56,13,19,48,-5.9,4.1,ERROR,24100,8,719,4.6,4,
187187,2023-11-26 15:00:00 EST,100,101.43,12,15,49,-6,3.8,ERROR,24100,8,389,4.2,3.8,
187247,2023-11-26 16:00:00 EST,99.85,101.28,10,13,53,-5.5,3.1,ERROR,24100,7,134,3.8,3.1,
187307,2023-11-26 17:00:00 EST,99.76,101.18,8,9,56,-5.6,2.3,ERROR,24100,8,4,3.8,2.3,
187367,2023-11-26 18:00:00 EST,99.65,101.07,9,17,57,-5,2.7,ERROR,24100,8,0,2.8,2.3,
187427,2023-11-26 19:00:00 EST,99.52,100.94,9,18,69,-3.3,1.8,ERROR,24100,8,0,2.7,1.8,
187487,2023-11-26 20:00:00 EST,99.42,100.84,7,13,72,-2.9,1.6,ERROR,24100,8,0,1.8,1.6,
187547,2023-11-26 21:00:00 EST,99.32,100.74,11,15,70,-3,1.9,ERROR,12900,8,0,1.9,1.5,
