6287,2023-07-24 01:00:00 EDT,100.19,101.56,20,8,85,16.5,19.1,ERROR,24100,1,0,19.5,18.8,9.66E-16
6347,2023-07-24 02:00:00 EDT,100.17,101.54,21,5,90,16.5,18.2,ERROR,24100,1,0,19.1,18.1,6.59E-02
6407,2023-07-24 03:00:00 EDT,100.18,101.55,19,7,93,16.6,17.7,ERROR,24100,0,0,18.5,17.1,
6467,2023-07-24 04:00:00 EDT,100.22,101.59,18,9,96,16.5,17.1,ERROR,24100,0,0,17.9,16.9,
6527,2023-07-24 05:00:00 EDT,100.26,101.63,17,9,97,15.8,16.4,ERROR,24100,2,0,17.3,16.4,
6587,2023-07-24 06:00:00 EDT,100.29,101.66,18,9,97,16.3,16.8,ERROR,24100,6,14,16.8,16.4,
6647,2023-07-24 07:00:00 EDT,100.3,101.67,17,13,96,16.7,17.4,ERROR,24100,3,258,17.4,16.7,
6707,2023-07-24 08:00:00 EDT,100.32,101.69,21,7,88,17.8,19.8,ERROR,24100,2,789,19.8,17.4,
6767,2023-07-24 09:00:00 EDT,100.33,101.7,21,8,77,18.7,22.8,ERROR,24100,1,1312,22.8,19.8,
6827,2023-07-24 10:00:00 EDT,100.31,101.68,19,8,66,17.8,24.4,ERROR,24100,1,2044,24.5,22.8,
6887,2023-07-24 11:00:00 EDT,100.31,101.68,20,7,62,18.5,26.1,ERROR,24100,4,2548,26.4,24.3,
6947,2023-07-24 12:00:00 EDT,100.28,101.65,21,7,59,18.6,27.2,ERROR,24100,5,2921,27.2,25.9,
