,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
250847,2024-01-09 20:00:00 EST,98.59,100.01,6,36,92,-6.1,-4.9,-14,1600,4,0,-4.9,-5.3,7.03E-16,7.98E-02,2024-01-10 13:00:00 EST
250907,2024-01-09 21:00:00 EST,98.07,99.48,6,41,95,-3.9,-3.2,-12,2400,6,0,-3.2,-5.2,5.50E-16,9.23E-02,1.88E-16
250967,2024-01-09 22:00:00 EST,97.88,99.29,6,34,95,-2.6,-2,-10,3200,6,0,-2,-4.5,2.65E-16,1.41E-01,1.79E-01
251027,2024-01-09 23:00:00 EST,97.54,98.94,6,41,96,-2.1,-1.5,-9,6400,8,0,-1.5,-2.7,3.46E-16,1.18E-01,
251087,2024-01-10 00:00:00 EST,97.26,98.66,7,34,96,-0.6,0,-7,12900,8,0,0,-1.4,9.29E-16,5.54E-02,
251147,2024-01-10 01:00:00 EST,97.05,98.44,6,34,98,0.1,0.4,ERROR,9700,8,0,0.4,-0.9,8.27E-16,5.36E-02,
251207,2024-01-10 02:00:00 EST,96.88,98.27,7,28,99,0.7,0.9,ERROR,9700,8,0,0.9,0.4,7.21E-16,5.91E-02,
251267,2024-01-10 03:00:00 EST,96.79,98.18,6,23,99,1.2,1.3,ERROR,9700,8,0,1.4,0.9,7.29E-16,7.76E-02,
251327,2024-01-10 04:00:00 EST,96.71,98.1,6,24,100,1.4,1.4,ERROR,8100,8,0,1.5,1,9.60E-16,6.66E-02,
251387,2024-01-10 05:00:00 EST,96.69,98.08,18,16,100,1.6,1.6,ERROR,6400,8,0,1.7,1.4,7.00E-16,7.86E-02,
251447,2024-01-10 06:00:00 EST,96.62,98,7,10,100,1.4,1.4,ERROR,11300,8,0,2,1.4,1.12E-15,5.68E-02,
251507,2024-01-10 07:00:00 EST,96.61,97.99,36,3,100,1.6,1.6,ERROR,8100,8,0,1.7,1.1,3.48E-15,3.48E-02,
