,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
230747,2023-12-26 21:00:00 EST,100.65,102.08,4,10,98,3.5,3.7,ERROR,12900,8,0,4.3,3.6,4.34E-16,9.90E-02,2023-12-27 14:00:00 EST
230807,2023-12-26 22:00:00 EST,100.63,102.06,4,15,100,3.2,3.3,ERROR,12900,8,0,3.9,3.3,2.79E-16,1.28E-01,2.03E-16
230867,2023-12-26 23:00:00 EST,100.65,102.08,4,16,100,3.2,3.3,ERROR,8100,8,0,3.3,3.2,6.58E-16,7.71E-02,1.65E-01
230927,2023-12-27 00:00:00 EST,100.61,102.03,4,13,100,3.2,3.2,ERROR,3200,7,0,3.4,3.2,1.21E-15,5.30E-02,
230987,2023-12-27 01:00:00 EST,100.55,101.97,6,12,100,3.1,3.1,ERROR,3200,6,0,3.4,3.1,1.21E-15,5.21E-02,
231047,2023-12-27 02:00:00 EST,100.58,102,4,12,100,3,3.1,ERROR,2400,5,0,3.2,3,1.18E-15,5.29E-02,
231107,2023-12-27 03:00:00 EST,100.61,102.03,6,10,100,3,3,ERROR,1200,3,0,3.1,2.9,1.15E-15,5.38E-02,
231167,2023-12-27 04:00:00 EST,100.56,101.98,5,15,100,2.9,2.9,ERROR,1200,3,0,3,2.9,1.13E-15,5.46E-02,
231227,2023-12-27 05:00:00 EST,100.55,101.98,6,13,100,2.8,2.8,ERROR,1200,3,0,2.9,2.8,1.10E-15,5.55E-02,
231287,2023-12-27 06:00:00 EST,100.53,101.95,5,14,99,2.7,2.8,ERROR,1600,5,0,2.8,2.8,1.07E-15,5.63E-02,
231347,2023-12-27 07:00:00 EST,100.55,101.97,5,19,99,2.7,2.8,ERROR,3200,7,0,2.8,2.8,1.04E-15,5.72E-02,
231407,2023-12-27 08:00:00 EST,100.54,101.96,6,15,100,2.7,2.8,ERROR,3200,7,0,2.8,2.7,6.51E-16,9.40E-02,
