,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
69167,2023-09-05 17:00:00 EDT,99.91,101.27,15,5,60,23,31.6,ERROR,24100,2,0,31.8,30.8,4.96E-15,2.31E-02,2023-09-06 22:00:00 EDT
69227,2023-09-05 18:00:00 EDT,99.89,101.25,15,14,63,23.8,31.4,ERROR,24100,1,880,31.8,31,1.40E-15,5.51E-02,7.75E-16
69287,2023-09-05 19:00:00 EDT,99.88,101.24,16,10,74,23.8,28.9,ERROR,24100,1,459,31.3,28.9,1.24E-15,5.40E-02,7.10E-02
69347,2023-09-05 20:00:00 EDT,99.91,101.27,16,8,81,23.3,26.7,ERROR,24100,1,26,28.9,26.3,1.77E-15,4.48E-02,
69407,2023-09-05 21:00:00 EDT,99.94,101.3,17,9,85,23.1,25.7,ERROR,24100,0,0,27.1,25.7,8.72E-16,6.43E-02,
69467,2023-09-05 22:00:00 EDT,99.91,101.27,18,9,88,22.7,24.9,ERROR,24100,0,0,25.8,24.9,7.69E-16,7.23E-02,
69527,2023-09-05 23:00:00 EDT,99.91,101.27,20,10,90,22.2,24,ERROR,24100,0,0,24.8,23.8,1.34E-15,6.16E-02,
69587,2023-09-06 00:00:00 EDT,99.91,101.27,21,12,94,22,23.1,ERROR,24100,0,0,24,22.9,2.30E-15,3.73E-02,
69647,2023-09-06 01:00:00 EDT,99.93,101.29,21,9,100,21.7,21.8,ERROR,24100,0,0,23.2,21.7,2.23E-15,3.67E-02,
69707,2023-09-06 02:00:00 EDT,99.88,101.23,21,7,100,21.3,21.3,ERROR,24100,0,0,21.9,21.3,1.59E-15,4.50E-02,
69767,2023-09-06 03:00:00 EDT,99.88,101.23,21,9,100,20.7,20.7,ERROR,24100,0,0,21.2,20.6,2.51E-15,3.44E-02,
69827,2023-09-06 04:00:00 EDT,99.86,101.22,23,5,100,20.5,20.5,ERROR,24100,0,0,20.9,20.3,1.06E-15,6.08E-02,
69887,2023-09-06 05:00:00 EDT,99.84,101.19,22,7,100,20.2,20.2,ERROR,24100,0,0,20.6,19.7,2.23E-15,3.77E-02,
69947,2023-09-06 06:00:00 EDT,99.88,101.24,24,7,100,19.9,19.9,ERROR,24100,1,0,20.3,19,1.37E-15,5.01E-02,
70007,2023-09-06 07:00:00 EDT,99.9,101.26,22,5,100,19,19,ERROR,24100,0,28,20.2,18.5,2.09E-15,3.97E-02,
70067,2023-09-06 08:00:00 EDT,99.91,101.27,23,3,92,20.6,22,ERROR,24100,0,382,22,18.9,5.21E-15,2.19E-02,
70127,2023-09-06 09:00:00 EDT,99.87,101.23,20,7,84,21.6,24.6,ERROR,24100,0,986,24.6,22,8.87E-15,1.59E-02,
70187,2023-09-06 10:00:00 EDT,99.81,101.16,18,8,72,21.6,27.1,ERROR,24100,0,1609,27.1,24.6,1.14E-14,1.36E-02,
70247,2023-09-06 11:00:00 EDT,99.78,101.13,21,5,67,22,28.6,ERROR,24100,1,2135,28.8,27.2,9.78E-15,1.54E-02,
70307,2023-09-06 12:00:00 EDT,99.74,101.09,25,9,62,21.8,29.7,ERROR,24100,2,2518,29.9,28.6,9.12E-15,1.58E-02,
70367,2023-09-06 13:00:00 EDT,99.68,101.03,20,12,56,21.5,30.9,ERROR,24100,1,2950,31.1,29.7,1.21E-14,1.33E-02,
70427,2023-09-06 14:00:00 EDT,99.62,100.97,20,16,57,22,31.3,ERROR,24100,3,2732,32,30.5,7.75E-15,1.77E-02,
70487,2023-09-06 15:00:00 EDT,99.52,100.87,19,10,55,21.4,31.3,ERROR,24100,3,2267,32.2,30.6,5.42E-15,2.25E-02,
70547,2023-09-06 16:00:00 EDT,99.44,100.79,20,9,54,21,31.1,ERROR,24100,1,1716,32.6,30.7,4.74E-15,2.34E-02,
