,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
124247,2023-10-13 23:00:00 EDT,100.2,101.6,34,16,80,5.7,9,ERROR,24100,1,0,9.7,8.7,3.04E-15,3.15E-02,2023-10-15 04:00:00 EDT
124307,2023-10-14 00:00:00 EDT,100.18,101.58,32,12,86,6.2,8.4,ERROR,24100,2,0,9.2,8,4.58E-15,2.40E-02,1.80E-15
124367,2023-10-14 01:00:00 EDT,100.17,101.57,26,12,97,6.8,7.3,ERROR,24100,4,0,8.4,6.4,3.87E-15,2.69E-02,4.26E-02
124427,2023-10-14 02:00:00 EDT,100.13,101.53,32,12,91,6.1,7.5,ERROR,24100,5,0,7.9,7.1,1.70E-15,4.46E-02,
124487,2023-10-14 03:00:00 EDT,100.12,101.52,31,10,94,7,7.8,ERROR,24100,7,0,7.9,7,2.84E-15,3.17E-02,
124547,2023-10-14 04:00:00 EDT,100.07,101.47,33,13,92,6,7.3,ERROR,24100,5,0,8.3,6.9,4.04E-15,2.71E-02,
124607,2023-10-14 05:00:00 EDT,100.06,101.46,31,12,96,5.2,5.7,ERROR,24100,2,0,7.7,5.5,3.49E-15,2.79E-02,
124667,2023-10-14 06:00:00 EDT,100.05,101.45,31,13,94,6.9,7.8,ERROR,24100,4,0,8,5.4,1.36E-15,5.17E-02,
124727,2023-10-14 07:00:00 EDT,100.04,101.44,33,14,89,6.6,8.2,ERROR,24100,7,0,8.2,7.4,5.94E-16,8.49E-02,
124787,2023-10-14 08:00:00 EDT,100.01,101.41,32,15,90,6.8,8.4,ERROR,24100,6,40,8.4,7.7,2.62E-15,3.48E-02,
124847,2023-10-14 09:00:00 EDT,99.97,101.37,34,13,86,6.8,9,ERROR,24100,6,364,9.1,8.4,5.80E-15,2.05E-02,
124907,2023-10-14 10:00:00 EDT,99.91,101.3,35,11,73,7,11.6,ERROR,24100,4,1125,11.6,9.1,7.97E-15,1.69E-02,
124967,2023-10-14 11:00:00 EDT,99.84,101.23,1,15,68,7,12.8,ERROR,24100,6,1417,13.3,11.4,4.80E-15,2.49E-02,
125027,2023-10-14 12:00:00 EDT,99.78,101.17,33,16,63,6.5,13.3,ERROR,24100,7,1637,14.1,12.6,2.63E-15,3.65E-02,
125087,2023-10-14 13:00:00 EDT,99.69,101.08,1,15,60,6,13.6,ERROR,24100,8,982,14.3,12.8,2.23E-15,3.75E-02,
125147,2023-10-14 14:00:00 EDT,99.59,100.98,35,12,60,5.6,13.1,ERROR,24100,8,703,13.6,12.8,2.02E-15,3.94E-02,
125207,2023-10-14 15:00:00 EDT,99.53,100.92,34,20,54,5,14,ERROR,24100,7,894,14.1,13.1,2.99E-15,3.40E-02,
125267,2023-10-14 16:00:00 EDT,99.51,100.9,33,17,58,5.5,13.6,ERROR,24100,6,848,13.9,13.5,8.39E-16,7.18E-02,
125327,2023-10-14 17:00:00 EDT,99.5,100.89,33,21,56,4.9,13.3,ERROR,24100,7,667,13.7,13.3,7.21E-16,8.51E-02,
125387,2023-10-14 18:00:00 EDT,99.49,100.88,35,11,63,5.2,11.9,ERROR,24100,6,248,13.2,11.9,1.71E-15,4.39E-02,
125447,2023-10-14 19:00:00 EDT,99.46,100.85,31,14,74,4.9,9.3,ERROR,24100,4,6,11.9,9.3,2.07E-15,3.88E-02,
125507,2023-10-14 20:00:00 EDT,99.42,100.81,34,16,73,5.3,9.8,ERROR,24100,1,0,10.1,8.3,2.79E-15,3.18E-02,
125567,2023-10-14 21:00:00 EDT,99.42,100.81,33,15,75,5.1,9.3,ERROR,24100,1,0,10.1,9.3,2.44E-15,3.46E-02,
125627,2023-10-14 22:00:00 EDT,99.39,100.78,32,19,80,5.6,8.8,ERROR,24100,1,0,9.6,8.7,1.52E-15,4.62E-02,
