,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
170927,2023-11-15 08:00:00 EST,101.01,102.45,16,16,90,-0.5,1,ERROR,19300,7,124,1,-0.2,4.74E-16,9.61E-02,2023-11-16 13:00:00 EST
170987,2023-11-15 09:00:00 EST,101,102.43,17,17,84,0.2,2.7,ERROR,19300,7,472,2.7,1.1,9.55E-16,6.37E-02,5.46E-15
171047,2023-11-15 10:00:00 EST,100.96,102.39,18,14,79,0.5,3.7,ERROR,19300,8,566,3.7,2.3,2.96E-15,3.13E-02,2.31E-02
171107,2023-11-15 11:00:00 EST,100.87,102.3,17,15,78,1.1,4.7,ERROR,19300,7,802,4.7,3.7,2.36E-15,3.56E-02,
171167,2023-11-15 12:00:00 EST,100.72,102.15,19,22,73,2.7,7.2,ERROR,24100,7,951,7.2,4.7,1.33E-15,5.02E-02,
171227,2023-11-15 13:00:00 EST,100.62,102.05,19,22,74,2.7,6.9,ERROR,24100,7,749,7.5,6.8,1.10E-15,5.95E-02,
171287,2023-11-15 14:00:00 EST,100.46,101.88,17,17,73,2.9,7.5,ERROR,24100,7,694,7.5,7,2.40E-16,1.47E-01,
171347,2023-11-15 15:00:00 EST,100.34,101.76,17,17,70,3.1,8.3,ERROR,24100,7,566,8.3,7.5,1.88E-15,4.76E-02,
171407,2023-11-15 16:00:00 EST,100.34,101.76,20,17,64,2.8,9.2,ERROR,24100,7,239,9.2,8.3,2.74E-15,3.27E-02,
171467,2023-11-15 17:00:00 EST,100.35,101.77,20,21,64,2.3,8.6,ERROR,24100,6,30,9.4,8.5,1.60E-15,4.52E-02,
171527,2023-11-15 18:00:00 EST,100.43,101.85,20,13,68,2.4,8.1,ERROR,24100,7,0,8.6,8.1,3.17E-15,2.96E-02,
171587,2023-11-15 19:00:00 EST,100.48,101.9,21,11,69,2.6,7.8,ERROR,24100,7,0,8.2,7.7,3.96E-15,2.66E-02,
171647,2023-11-15 20:00:00 EST,100.46,101.88,21,17,67,1.7,7.5,ERROR,24100,3,0,7.9,7.5,5.36E-15,2.17E-02,
171707,2023-11-15 21:00:00 EST,100.44,101.86,21,12,70,1.6,6.7,ERROR,24100,3,0,7.5,6.5,4.27E-15,2.47E-02,
171767,2023-11-15 22:00:00 EST,100.46,101.88,21,14,71,1.5,6.2,ERROR,24100,1,0,6.6,5.8,4.49E-15,2.42E-02,
171827,2023-11-15 23:00:00 EST,100.49,101.91,23,9,75,1,5.1,ERROR,24100,1,0,6.2,4.5,5.24E-15,2.17E-02,
171887,2023-11-16 00:00:00 EST,100.52,101.94,24,10,81,0.5,3.5,ERROR,24100,1,0,5.3,3.5,4.96E-15,2.24E-02,
171947,2023-11-16 01:00:00 EST,100.56,101.98,20,13,87,0.3,2.2,ERROR,24100,1,0,4.5,2,5.13E-15,2.22E-02,
172007,2023-11-16 02:00:00 EST,100.59,102.01,19,9,86,0.6,2.6,ERROR,24100,1,0,3.2,2.1,7.83E-15,1.76E-02,
172067,2023-11-16 03:00:00 EST,100.67,102.09,22,10,91,0.2,1.5,ERROR,24100,0,0,3.2,1.4,1.23E-14,1.30E-02,
172127,2023-11-16 04:00:00 EST,100.7,102.12,21,8,94,-0.4,0.4,ERROR,24100,0,0,1.7,0.4,1.17E-14,1.35E-02,
172187,2023-11-16 05:00:00 EST,100.71,102.13,21,9,97,-0.6,-0.2,-3,24100,0,0,0.8,-0.6,1.13E-14,1.39E-02,
172247,2023-11-16 06:00:00 EST,100.75,102.18,25,11,97,-1.2,-0.9,-5,24100,0,0,0.3,-0.9,6.29E-15,1.99E-02,
172307,2023-11-16 07:00:00 EST,100.77,102.2,21,8,98,-1.1,-0.9,-4,24100,1,0,-0.3,-1.4,3.12E-15,3.05E-02,
