,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
288827,2024-02-05 05:00:00 EST,100.43,101.87,35,12,81,-6.7,-3.9,-9,24100,1,0,-3,-3.9,1.60E-15,4.60E-02,4.28E-15,2.45E-02
288887,2024-02-05 06:00:00 EST,100.46,101.9,0,9,81,-7.5,-4.7,-9,24100,1,0,-3.8,-4.7,1.19E-15,5.29E-02,,
288947,2024-02-05 07:00:00 EST,100.54,101.99,0,6,81,-7.8,-4.9,-8,24100,1,0,-4.5,-5,1.04E-15,5.88E-02,,
289007,2024-02-05 08:00:00 EST,100.6,102.05,36,12,79,-8.3,-5.2,-10,24100,1,42,-5.1,-6.3,3.19E-15,3.00E-02,,
289067,2024-02-05 09:00:00 EST,100.65,102.1,1,13,69,-9.2,-4.4,-9,24100,1,578,-4.4,-5.3,6.52E-15,1.92E-02,,
289127,2024-02-05 10:00:00 EST,100.7,102.15,4,13,57,-10.5,-3.2,-8,24100,1,1158,-3.2,-4.4,9.02E-15,1.56E-02,,
289187,2024-02-05 11:00:00 EST,100.73,102.17,2,9,51,-10.6,-1.8,-5,24100,1,1620,-1.8,-3.2,9.90E-15,1.48E-02,,
289247,2024-02-05 12:00:00 EST,100.66,102.1,2,4,46,-10.9,-0.7,-2,24100,0,1889,-0.7,-1.8,9.91E-15,1.48E-02,,
289307,2024-02-05 13:00:00 EST,100.61,102.05,36,11,43,-10.7,0.5,,24100,0,1951,0.5,-0.7,8.33E-15,1.64E-02,,
289367,2024-02-05 14:00:00 EST,100.57,102.01,31,9,45,-9.9,0.7,,24100,0,1798,0.9,0.3,5.37E-15,2.19E-02,,
289427,2024-02-05 15:00:00 EST,100.56,102,24,14,47,-9,1,,24100,0,1446,1.4,0.7,1.94E-15,4.34E-02,,
289487,2024-02-05 16:00:00 EST,100.56,102,25,10,48,-8.6,1.1,,24100,0,936,1.2,0.9,6.49E-16,8.51E-02,,
