,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
95747,2023-09-24 04:00:00 EDT,100.94,102.33,5,13,100,11.2,11.2,ERROR,24100,5,0,11.6,10.9,7.25E-15,1.78E-02,3.78E-15,2.70E-02
95807,2023-09-24 05:00:00 EDT,100.94,102.34,5,14,98,10,10.3,ERROR,24100,4,0,12,10.3,5.88E-15,2.02E-02,1.01E-15,6.65E-02
95867,2023-09-24 06:00:00 EDT,100.95,102.35,2,13,99,10.1,10.1,ERROR,24100,2,0,11,9.8,8.47E-15,1.62E-02,7.85E-16,7.07E-02
95927,2023-09-24 07:00:00 EDT,100.93,102.33,3,14,100,11,11.1,ERROR,24100,2,0,12,10.1,4.19E-15,2.77E-02,1.52E-15,4.85E-02
95987,2023-09-24 08:00:00 EDT,100.96,102.36,3,13,98,11.7,12,ERROR,24100,1,206,12,10.8,3.63E-15,2.74E-02,2.30E-15,3.72E-02
96047,2023-09-24 09:00:00 EDT,100.97,102.37,3,19,87,12.7,14.9,ERROR,24100,1,810,14.9,12.1,5.72E-15,2.10E-02,3.35E-15,2.86E-02
96107,2023-09-24 10:00:00 EDT,100.98,102.37,4,21,75,13.2,17.6,ERROR,24100,1,1430,17.7,15.1,1.02E-14,1.46E-02,5.03E-15,2.46E-02
96167,2023-09-24 11:00:00 EDT,100.96,102.35,6,19,68,13.5,19.4,ERROR,24100,1,1969,19.5,17.7,1.20E-14,1.32E-02,2.50E-15,3.46E-02
96227,2023-09-24 12:00:00 EDT,100.89,102.28,8,18,62,13.8,21.2,ERROR,24100,2,2354,21.6,19.4,1.20E-14,1.31E-02,2.27E-15,3.65E-02
96287,2023-09-24 13:00:00 EDT,100.84,102.23,6,18,56,13.6,22.6,ERROR,24100,4,2550,23.1,21.2,1.11E-14,1.39E-02,4.97E-15,2.35E-02
96347,2023-09-24 14:00:00 EDT,100.75,102.14,6,23,54,13.6,23.2,ERROR,24100,4,2533,23.5,22.5,1.02E-14,1.48E-02,5.54E-15,2.09E-02
96407,2023-09-24 15:00:00 EDT,100.72,102.11,4,15,54,14,23.8,ERROR,24100,5,2109,24.1,23.2,6.37E-15,2.10E-02,,
