,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
198407,2023-12-04 10:00:00 EST,99.27,100.69,25,10,95,-2.4,-1.8,-5,9700,8,319,-1.8,-1.8,9.01E-16,5.50E-02,2023-12-04 22:00:00 EST
198467,2023-12-04 11:00:00 EST,99.27,100.69,25,8,96,-2.2,-1.6,-5,2400,4,415,-1.6,-1.8,8.95E-16,5.50E-02,8.24E-16
198527,2023-12-04 12:00:00 EST,99.29,100.71,26,7,96,-2.1,-1.5,-4,8100,8,569,-1.5,-1.8,8.88E-16,5.50E-02,5.52E-02
198587,2023-12-04 13:00:00 EST,99.31,100.73,26,6,94,-2.1,-1.3,-4,8100,8,319,-1.3,-1.6,8.82E-16,5.51E-02,
198647,2023-12-04 14:00:00 EST,99.34,100.76,23,4,97,-1.9,-1.4,-3,3200,5,258,-1.3,-1.4,8.76E-16,5.51E-02,
198707,2023-12-04 15:00:00 EST,99.43,100.85,14,13,97,-2.1,-1.7,-6,2400,4,192,-1.3,-1.7,8.69E-16,5.51E-02,
198767,2023-12-04 16:00:00 EST,99.55,100.98,13,9,96,-2.7,-2.1,-6,4000,6,85,-1.7,-2.1,8.63E-16,5.51E-02,
198827,2023-12-04 17:00:00 EST,99.6,101.03,12,9,97,-2.8,-2.3,-6,4000,6,1,-2.1,-2.3,8.56E-16,5.51E-02,
198887,2023-12-04 18:00:00 EST,99.69,101.12,36,2,96,-3,-2.5,-3,8100,8,0,-2.2,-2.5,8.50E-16,5.51E-02,
198947,2023-12-04 19:00:00 EST,99.74,101.17,36,1,98,-2.8,-2.5,-3,11300,8,0,-2.4,-2.7,8.44E-16,5.51E-02,
199007,2023-12-04 20:00:00 EST,99.81,101.24,15,4,98,-2.9,-2.6,-4,3200,6,0,-2.4,-2.7,8.37E-16,5.52E-02,
199067,2023-12-04 21:00:00 EST,99.85,101.28,17,4,98,-3.3,-3.1,-5,6400,8,0,-2.6,-3.3,8.31E-16,5.52E-02,
